Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
25052,57,0.006,0.8,910.0,101.0,0.792,376.0,87.84,374.0,Kim et al 2000
25053,57,0.006,0.8,902.0,102.0,0.691,629.0,26.99,390.0,Kim et al 2000
25054,57,0.006,0.8,901.0,151.0,0.861,363.0,90.5,598.0,Kim et al 2000
25055,57,0.006,0.8,914.0,150.0,0.794,630.0,27.34,630.0,Kim et al 2000
25056,57,0.006,0.8,908.0,201.0,0.817,358.0,92.03,760.0,Kim et al 2000
25057,57,0.006,0.8,900.0,198.0,0.81,626.0,27.61,841.0,Kim et al 2000
25058,57,0.006,0.8,905.0,249.0,0.794,354.0,92.83,918.0,Kim et al 2000
25059,57,0.006,0.9,106.0,100.0,0.748,307.0,27.99,332.0,Kim et al 2000
25060,57,0.006,0.9,106.0,150.0,0.704,305.0,28.46,472.0,Kim et al 2000
25061,57,0.006,0.9,300.0,100.0,0.763,436.0,29.86,349.0,Kim et al 2000
25062,57,0.006,0.9,313.0,106.0,0.837,149.0,99.84,344.0,Kim et al 2000
25063,57,0.006,0.9,315.0,149.0,0.876,96.0,112.61,495.0,Kim et al 2000
25064,57,0.006,1.0,109.0,101.0,0.824,319.0,25.91,330.0,Kim et al 2000
25065,57,0.006,1.0,110.0,125.0,0.704,310.0,28.33,356.0,Kim et al 2000
25066,57,0.006,1.0,110.0,149.0,0.676,310.0,28.33,410.0,Kim et al 2000
25067,57,0.006,1.0,110.0,175.0,0.648,308.0,28.81,464.0,Kim et al 2000
25068,57,0.006,1.0,110.0,201.0,0.62,306.0,29.28,513.0,Kim et al 2000
25069,57,0.006,1.0,112.0,199.0,0.628,328.0,24.54,521.0,Kim et al 2000
25070,57,0.006,1.0,111.0,223.0,0.6,306.0,29.54,553.0,Kim et al 2000
25071,57,0.006,1.0,113.0,250.0,0.574,305.0,30.3,598.0,Kim et al 2000
25072,57,0.006,1.0,115.0,277.0,0.546,303.0,31.28,635.0,Kim et al 2000
25073,57,0.006,1.0,206.0,100.0,0.816,347.0,38.56,321.0,Kim et al 2000
25074,57,0.006,1.0,204.0,150.0,0.756,349.0,37.77,453.0,Kim et al 2000
25075,57,0.006,1.0,204.0,198.0,0.687,345.0,38.72,551.0,Kim et al 2000
25076,57,0.006,1.0,305.0,100.0,0.894,350.0,51.02,342.0,Kim et al 2000
25077,57,0.006,1.0,310.0,151.0,0.8,84.0,114.89,411.0,Kim et al 2000
25078,57,0.006,1.0,310.0,149.0,0.781,173.0,93.8,416.0,Kim et al 2000
25079,57,0.006,1.0,308.0,150.0,0.767,265.0,71.67,432.0,Kim et al 2000
25080,57,0.006,1.0,310.0,149.0,0.817,351.0,51.35,472.0,Kim et al 2000
25081,57,0.006,1.0,310.0,150.0,0.753,463.0,24.55,471.0,Kim et al 2000
25082,57,0.006,1.0,290.0,198.0,0.733,64.0,117.32,491.0,Kim et al 2000
25083,57,0.006,1.0,310.0,200.0,0.728,167.0,95.23,523.0,Kim et al 2000
25084,57,0.006,1.0,295.0,199.0,0.731,252.0,73.27,549.0,Kim et al 2000
25085,57,0.006,1.0,314.0,200.0,0.752,350.0,52.03,591.0,Kim et al 2000
25086,57,0.006,1.0,308.0,199.0,0.716,458.0,25.52,599.0,Kim et al 2000
25087,57,0.006,1.0,405.0,99.0,0.832,356.0,59.78,318.0,Kim et al 2000
25088,57,0.006,1.0,394.0,150.0,0.827,344.0,61.63,476.0,Kim et al 2000
25089,57,0.006,1.0,405.0,200.0,0.763,343.0,62.89,590.0,Kim et al 2000
25090,57,0.006,1.0,518.0,100.0,0.874,360.0,68.19,330.0,Kim et al 2000
25091,57,0.006,1.0,503.0,149.0,0.846,87.0,131.76,418.0,Kim et al 2000
25092,57,0.006,1.0,502.0,150.0,0.804,163.0,113.8,418.0,Kim et al 2000
25093,57,0.006,1.0,502.0,150.0,0.811,254.0,92.23,446.0,Kim et al 2000
25094,57,0.006,1.0,509.0,149.0,0.792,442.0,47.9,470.0,Kim et al 2000
25095,57,0.006,1.0,516.0,150.0,0.769,533.0,26.66,483.0,Kim et al 2000
25096,57,0.006,1.0,507.0,201.0,0.801,77.0,134.41,531.0,Kim et al 2000
25097,57,0.006,1.0,514.0,199.0,0.801,157.0,116.12,550.0,Kim et al 2000
25098,57,0.006,1.0,504.0,199.0,0.795,247.0,94.04,575.0,Kim et al 2000
25099,57,0.006,1.0,519.0,201.0,0.796,353.0,69.93,609.0,Kim et al 2000
25100,57,0.006,1.0,508.0,201.0,0.777,439.0,48.54,625.0,Kim et al 2000
25101,57,0.006,1.0,517.0,201.0,0.778,529.0,27.69,652.0,Kim et al 2000
25102,57,0.006,1.0,523.0,150.0,0.85,356.0,69.52,480.0,Kim et al 2000
25103,57,0.006,1.0,609.0,102.0,0.774,347.0,77.72,300.0,Kim et al 2000
25104,57,0.006,1.0,603.0,150.0,0.875,349.0,76.85,487.0,Kim et al 2000
25105,57,0.006,1.0,608.0,200.0,0.816,350.0,76.94,616.0,Kim et al 2000
25106,57,0.006,1.0,708.0,149.0,0.834,95.0,143.41,406.0,Kim et al 2000
25107,57,0.006,1.0,710.0,149.0,0.821,249.0,107.32,433.0,Kim et al 2000
25108,57,0.006,1.0,704.0,150.0,0.827,443.0,60.78,485.0,Kim et al 2000
25109,57,0.006,1.0,686.0,199.0,0.828,76.0,146.55,535.0,Kim et al 2000
25110,57,0.006,1.0,700.0,200.0,0.828,137.0,133.13,555.0,Kim et al 2000
25111,57,0.006,1.0,714.0,199.0,0.818,248.0,107.79,577.0,Kim et al 2000
25112,57,0.006,1.0,709.0,200.0,0.862,353.0,82.55,639.0,Kim et al 2000
25113,57,0.006,1.0,713.0,200.0,0.813,438.0,62.51,633.0,Kim et al 2000
25114,57,0.006,1.0,717.0,200.0,0.812,586.0,27.33,679.0,Kim et al 2000
25115,57,0.006,1.0,723.0,100.0,0.935,365.0,80.51,343.0,Kim et al 2000
25116,57,0.006,1.0,726.0,150.0,0.879,150.0,131.58,441.0,Kim et al 2000
25117,57,0.006,1.0,740.0,150.0,0.82,595.0,26.51,514.0,Kim et al 2000
25118,57,0.006,1.0,805.0,100.0,0.813,347.0,89.38,303.0,Kim et al 2000
25119,57,0.006,1.0,814.0,149.0,0.878,350.0,89.14,479.0,Kim et al 2000
25120,57,0.006,1.0,817.0,201.0,0.852,345.0,90.49,629.0,Kim et al 2000
25121,57,0.006,1.0,908.0,100.0,0.766,358.0,92.03,287.0,Kim et al 2000
25122,57,0.006,1.0,917.0,150.0,0.825,351.0,94.13,454.0,Kim et al 2000
25123,57,0.006,1.0,951.0,200.0,0.848,375.0,90.05,626.0,Kim et al 2000
25124,57,0.006,1.2,107.0,99.0,0.805,310.0,27.54,263.0,Kim et al 2000
25125,57,0.006,1.2,107.0,150.0,0.787,306.0,28.49,390.0,Kim et al 2000
25126,57,0.006,1.2,107.0,199.0,0.738,302.0,29.45,489.0,Kim et al 2000
25127,57,0.006,1.2,298.0,101.0,0.799,124.0,104.06,233.0,Kim et al 2000
25128,57,0.006,1.2,305.0,100.0,0.743,441.0,29.24,256.0,Kim et al 2000
25129,57,0.006,1.2,301.0,149.0,0.829,97.0,110.8,353.0,Kim et al 2000
25130,57,0.006,1.2,312.0,150.0,0.776,441.0,30.04,396.0,Kim et al 2000
25131,57,0.006,1.2,501.0,100.0,0.749,509.0,31.25,260.0,Kim et al 2000
25132,57,0.006,1.2,507.0,100.0,0.744,512.0,31.0,260.0,Kim et al 2000
25133,57,0.006,1.2,511.0,150.0,0.777,514.0,30.82,403.0,Kim et al 2000
25134,57,0.006,1.35,107.0,100.0,0.766,304.0,28.97,225.0,Kim et al 2000
25135,57,0.006,1.35,107.0,149.0,0.78,303.0,29.21,342.0,Kim et al 2000
25136,57,0.006,1.35,305.0,100.0,0.765,427.0,32.59,230.0,Kim et al 2000
25137,57,0.006,1.35,306.0,150.0,0.801,429.0,32.23,359.0,Kim et al 2000
25138,57,0.006,1.35,502.0,100.0,0.737,512.0,30.61,230.0,Kim et al 2000
25139,57,0.006,1.35,510.0,150.0,0.805,511.0,31.46,368.0,Kim et al 2000
25140,57,0.006,1.5,107.0,99.0,0.81,305.0,28.73,211.0,Kim et al 2000
25141,57,0.006,1.5,106.0,149.0,0.793,300.0,29.66,312.0,Kim et al 2000
25142,57,0.006,1.5,301.0,101.0,0.875,119.0,105.59,204.0,Kim et al 2000
25143,57,0.006,1.5,302.0,100.0,0.78,440.0,29.14,212.0,Kim et al 2000
25144,57,0.006,1.5,301.0,149.0,0.842,99.0,110.33,287.0,Kim et al 2000
25145,57,0.006,1.5,303.0,151.0,0.795,438.0,29.73,325.0,Kim et al 2000
25146,57,0.006,1.5,503.0,100.0,0.779,515.0,29.97,216.0,Kim et al 2000
25147,57,0.006,1.5,496.0,150.0,0.818,510.0,30.62,336.0,Kim et al 2000
25148,57,0.006,1.65,107.0,100.0,0.802,300.0,29.93,191.0,Kim et al 2000
25149,57,0.006,1.65,107.0,149.0,0.795,300.0,29.93,283.0,Kim et al 2000
25150,57,0.006,1.65,299.0,100.0,0.795,435.0,29.99,196.0,Kim et al 2000
25151,57,0.006,1.65,284.0,150.0,0.808,424.0,30.84,297.0,Kim et al 2000
25152,57,0.006,1.65,508.0,101.0,0.779,520.0,29.16,198.0,Kim et al 2000
25153,57,0.006,1.65,510.0,150.0,0.785,518.0,29.79,296.0,Kim et al 2000
25154,57,0.006,1.76,305.0,100.0,0.823,132.0,102.97,163.0,Kim et al 2000
25155,57,0.006,1.76,304.0,150.0,0.856,100.0,110.43,249.0,Kim et al 2000
25156,57,0.006,1.77,107.0,100.0,0.819,301.0,29.69,182.0,Kim et al 2000
25157,57,0.006,1.77,107.0,125.0,0.784,308.0,28.01,219.0,Kim et al 2000
25158,57,0.006,1.77,107.0,149.0,0.834,310.0,27.54,277.0,Kim et al 2000
25159,57,0.006,1.77,307.0,99.0,0.777,435.0,30.91,178.0,Kim et al 2000
25160,57,0.006,1.77,302.0,100.0,0.796,442.0,28.66,184.0,Kim et al 2000
25161,57,0.006,1.77,306.0,151.0,0.802,442.0,29.12,278.0,Kim et al 2000
25162,57,0.006,1.77,499.0,100.0,0.809,516.0,29.42,189.0,Kim et al 2000
25163,57,0.006,1.77,504.0,150.0,0.801,514.0,30.29,280.0,Kim et al 2000
25164,57,0.008,0.4,107.0,60.0,0.647,295.0,31.13,526.0,Kim et al 2000
25165,57,0.008,0.4,107.0,100.0,0.618,292.0,31.84,843.0,Kim et al 2000
25166,57,0.008,0.4,108.0,149.0,0.532,277.0,35.7,1099.0,Kim et al 2000
25167,57,0.008,0.4,109.0,199.0,0.458,286.0,33.81,1311.0,Kim et al 2000
25168,57,0.008,0.5,201.0,100.0,0.595,347.0,37.77,664.0,Kim et al 2000
25169,57,0.008,0.5,205.0,148.0,0.616,350.0,37.68,1009.0,Kim et al 2000
25170,57,0.008,0.5,205.0,198.0,0.553,349.0,37.92,1241.0,Kim et al 2000
25171,57,0.008,0.5,304.0,99.0,0.664,349.0,51.14,706.0,Kim et al 2000
25172,57,0.008,0.5,281.0,149.0,0.627,337.0,51.29,1010.0,Kim et al 2000
25173,57,0.008,0.5,288.0,200.0,0.559,340.0,51.42,1243.0,Kim et al 2000
25174,57,0.008,0.5,397.0,98.0,0.676,350.0,60.48,700.0,Kim et al 2000
25175,57,0.008,0.5,406.0,148.0,0.685,358.0,59.39,1077.0,Kim et al 2000
25176,57,0.008,0.5,397.0,200.0,0.592,350.0,60.48,1292.0,Kim et al 2000
25177,57,0.008,0.5,491.0,99.0,0.753,345.0,69.69,765.0,Kim et al 2000
25178,57,0.008,0.5,490.0,151.0,0.725,344.0,69.85,1130.0,Kim et al 2000
25179,57,0.008,0.5,509.0,199.0,0.676,351.0,69.65,1414.0,Kim et al 2000
25180,57,0.008,0.5,602.0,149.0,0.707,346.0,77.49,1085.0,Kim et al 2000
25181,57,0.008,0.5,590.0,200.0,0.696,343.0,77.4,1440.0,Kim et al 2000
25182,57,0.008,0.5,699.0,98.0,0.737,346.0,83.63,733.0,Kim et al 2000
25183,57,0.008,0.5,690.0,151.0,0.752,351.0,81.9,1146.0,Kim et al 2000
25184,57,0.008,0.5,699.0,202.0,0.684,345.0,83.86,1421.0,Kim et al 2000
25185,57,0.008,0.6,108.0,59.0,0.738,177.0,59.61,362.0,Kim et al 2000
25186,57,0.008,0.6,107.0,59.0,0.684,294.0,31.36,361.0,Kim et al 2000
25187,57,0.008,0.6,107.0,100.0,0.716,164.0,62.46,593.0,Kim et al 2000
25188,57,0.008,0.6,108.0,100.0,0.69,294.0,31.63,616.0,Kim et al 2000
25189,57,0.008,0.6,108.0,149.0,0.619,158.0,64.15,771.0,Kim et al 2000
25190,57,0.008,0.6,109.0,149.0,0.619,298.0,30.94,840.0,Kim et al 2000
25191,57,0.008,0.8,108.0,60.0,0.758,179.0,59.14,283.0,Kim et al 2000
25192,57,0.008,0.8,109.0,61.0,0.722,261.0,39.79,288.0,Kim et al 2000
25193,57,0.008,0.8,108.0,100.0,0.743,165.0,62.48,460.0,Kim et al 2000
25194,57,0.008,0.8,112.0,101.0,0.703,328.0,24.54,480.0,Kim et al 2000
25195,57,0.008,0.8,107.0,147.0,0.663,157.0,64.13,607.0,Kim et al 2000
25196,57,0.008,0.8,116.0,150.0,0.649,328.0,25.55,671.0,Kim et al 2000
25197,57,0.008,0.8,122.0,200.0,0.582,325.0,27.74,817.0,Kim et al 2000
25198,57,0.008,0.8,131.0,245.0,0.564,316.0,31.98,965.0,Kim et al 2000
25199,57,0.008,1.0,107.0,61.0,0.695,81.0,82.26,201.0,Kim et al 2000
25200,57,0.008,1.0,107.0,59.0,0.734,177.0,59.35,216.0,Kim et al 2000
25201,57,0.008,1.0,110.0,61.0,0.759,315.0,27.13,246.0,Kim et al 2000
25202,57,0.008,1.0,108.0,101.0,0.774,59.0,87.76,364.0,Kim et al 2000
25203,57,0.008,1.0,107.0,101.0,0.767,163.0,62.69,382.0,Kim et al 2000
25204,57,0.008,1.0,107.0,100.0,0.786,309.0,27.78,416.0,Kim et al 2000
25205,57,0.008,1.0,106.0,148.0,0.727,46.0,90.32,499.0,Kim et al 2000
25206,57,0.008,1.0,109.0,148.0,0.706,156.0,64.89,517.0,Kim et al 2000
25207,57,0.008,1.0,104.0,147.0,0.669,301.0,28.88,532.0,Kim et al 2000
25208,57,0.008,1.0,122.0,177.0,0.624,352.0,21.28,620.0,Kim et al 2000
25209,57,0.008,1.0,191.0,59.0,0.789,340.0,37.81,247.0,Kim et al 2000
25210,57,0.008,1.0,193.0,102.0,0.733,341.0,37.9,399.0,Kim et al 2000
25211,57,0.008,1.0,192.0,151.0,0.655,356.0,34.15,544.0,Kim et al 2000
25212,57,0.008,1.0,191.0,200.0,0.609,350.0,35.42,677.0,Kim et al 2000
25213,57,0.008,1.0,292.0,60.0,0.769,176.0,91.02,222.0,Kim et al 2000
25214,57,0.008,1.0,288.0,61.0,0.759,345.0,50.22,241.0,Kim et al 2000
25215,57,0.008,1.0,303.0,60.0,0.771,450.0,26.86,253.0,Kim et al 2000
25216,57,0.008,1.0,314.0,100.0,0.829,84.0,115.33,376.0,Kim et al 2000
25217,57,0.008,1.0,292.0,98.0,0.794,344.0,50.94,406.0,Kim et al 2000
25218,57,0.008,1.0,306.0,99.0,0.816,451.0,26.96,440.0,Kim et al 2000
25219,57,0.008,1.0,297.0,148.0,0.691,347.0,50.81,545.0,Kim et al 2000
25220,57,0.008,1.0,304.0,148.0,0.75,443.0,28.65,612.0,Kim et al 2000
25221,57,0.008,1.0,305.0,198.0,0.645,440.0,29.48,727.0,Kim et al 2000
25222,57,0.008,1.0,296.0,204.0,0.624,351.0,49.73,693.0,Kim et al 2000
25223,57,0.008,1.0,299.0,237.0,0.559,340.0,52.71,733.0,Kim et al 2000
25224,57,0.008,1.0,403.0,61.0,0.779,354.0,60.07,245.0,Kim et al 2000
25225,57,0.008,1.0,387.0,59.0,0.813,442.0,37.53,255.0,Kim et al 2000
25226,57,0.008,1.0,410.0,99.0,0.837,353.0,60.95,421.0,Kim et al 2000
25227,57,0.008,1.0,404.0,98.0,0.841,448.0,37.68,439.0,Kim et al 2000
25228,57,0.008,1.0,397.0,151.0,0.739,348.0,60.95,582.0,Kim et al 2000
25229,57,0.008,1.0,402.0,150.0,0.722,447.0,37.74,594.0,Kim et al 2000
25230,57,0.008,1.0,407.0,201.0,0.677,351.0,61.16,720.0,Kim et al 2000
25231,57,0.008,1.0,404.0,197.0,0.743,446.0,38.16,798.0,Kim et al 2000
25232,57,0.008,1.0,486.0,59.0,0.766,352.0,67.62,233.0,Kim et al 2000
25233,57,0.008,1.0,504.0,60.0,0.75,451.0,45.36,242.0,Kim et al 2000
25234,57,0.008,1.0,501.0,100.0,0.779,141.0,118.91,357.0,Kim et al 2000
25235,57,0.008,1.0,495.0,100.0,0.816,342.0,70.72,414.0,Kim et al 2000
25236,57,0.008,1.0,508.0,99.0,0.81,452.0,45.43,427.0,Kim et al 2000
25237,57,0.008,1.0,506.0,147.0,0.807,118.0,124.71,536.0,Kim et al 2000
25238,57,0.008,1.0,494.0,148.0,0.793,347.0,69.45,598.0,Kim et al 2000
25239,57,0.008,1.0,509.0,148.0,0.795,451.0,45.75,630.0,Kim et al 2000
25240,57,0.008,1.0,488.0,197.0,0.741,340.0,70.65,749.0,Kim et al 2000
25241,57,0.008,1.0,500.0,201.0,0.699,448.0,45.77,774.0,Kim et al 2000
25242,57,0.008,1.0,605.0,59.0,0.75,350.0,76.74,224.0,Kim et al 2000
25243,57,0.008,1.0,608.0,61.0,0.671,455.0,51.86,225.0,Kim et al 2000
25244,57,0.008,1.0,599.0,68.0,0.943,351.0,76.1,315.0,Kim et al 2000
25245,57,0.008,1.0,609.0,100.0,0.811,350.0,77.01,407.0,Kim et al 2000
25246,57,0.008,1.0,612.0,99.0,0.85,456.0,51.89,440.0,Kim et al 2000
25247,57,0.008,1.0,617.0,149.0,0.806,353.0,76.82,606.0,Kim et al 2000
25248,57,0.008,1.0,606.0,151.0,0.822,455.0,51.73,655.0,Kim et al 2000
25249,57,0.008,1.0,593.0,203.0,0.737,341.0,78.08,763.0,Kim et al 2000
25250,57,0.008,1.0,700.0,58.0,0.771,447.0,59.58,238.0,Kim et al 2000
25251,57,0.008,1.0,702.0,99.0,0.853,346.0,83.81,417.0,Kim et al 2000
25252,57,0.008,1.0,714.0,100.0,0.882,453.0,58.98,452.0,Kim et al 2000
