Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
30,1,0.004,0.991,100.0,203.9,0.8,329.0,21.08,442.0,Lowdermilk 1958
31,1,0.004,0.991,100.0,271.8,0.81,329.0,21.08,568.0,Lowdermilk 1958
32,1,0.004,0.991,100.0,421.3,0.72,329.0,21.08,820.0,Lowdermilk 1958
33,1,0.004,0.991,100.0,421.3,0.74,329.0,21.08,820.0,Lowdermilk 1958
34,1,0.004,0.991,100.0,421.3,0.7,329.0,21.08,789.0,Lowdermilk 1958
35,1,0.004,0.991,100.0,421.3,0.79,329.0,21.08,883.0,Lowdermilk 1958
36,1,0.0048,0.478,100.0,69.3,0.99,319.0,23.47,442.0,Lowdermilk 1958
37,1,0.0048,0.478,100.0,135.9,0.83,319.0,23.47,757.0,Lowdermilk 1958
38,1,0.0048,0.478,100.0,203.9,0.74,319.0,23.47,1041.0,Lowdermilk 1958
39,1,0.0048,0.478,100.0,285.4,0.69,319.0,23.47,1325.0,Lowdermilk 1958
40,1,0.0048,0.478,100.0,407.7,0.58,319.0,23.47,1672.0,Lowdermilk 1958
41,1,0.0048,0.478,100.0,543.6,0.55,319.0,23.47,2145.0,Lowdermilk 1958
42,1,0.0048,0.478,100.0,665.9,0.54,319.0,23.47,2586.0,Lowdermilk 1958
43,1,0.0048,0.478,100.0,706.7,0.53,319.0,23.47,2649.0,Lowdermilk 1958
44,1,0.0048,0.478,100.0,937.8,0.48,319.0,23.47,3280.0,Lowdermilk 1958
45,1,0.0048,0.478,100.0,1386.3,0.43,319.0,23.47,4510.0,Lowdermilk 1958
46,1,0.0048,0.716,100.0,135.9,0.89,326.0,21.79,536.0,Lowdermilk 1958
47,1,0.0048,0.716,100.0,203.9,0.77,317.0,23.94,694.0,Lowdermilk 1958
48,1,0.0048,0.716,100.0,271.8,0.71,317.0,23.94,883.0,Lowdermilk 1958
49,1,0.0048,0.716,100.0,407.7,0.63,317.0,23.94,1167.0,Lowdermilk 1958
50,1,0.0048,0.716,100.0,557.2,0.6,317.0,23.94,1545.0,Lowdermilk 1958
51,1,0.0048,0.716,100.0,665.9,0.59,317.0,23.94,1829.0,Lowdermilk 1958
52,1,0.0048,0.716,100.0,951.4,0.55,317.0,23.94,2492.0,Lowdermilk 1958
53,1,0.0048,0.716,100.0,937.8,0.55,317.0,23.94,2429.0,Lowdermilk 1958
54,1,0.0048,0.716,100.0,1413.4,0.53,317.0,23.94,3532.0,Lowdermilk 1958
55,1,0.0048,0.955,100.0,203.9,0.93,317.0,23.94,631.0,Lowdermilk 1958
56,1,0.0048,0.955,100.0,271.8,0.75,317.0,23.94,694.0,Lowdermilk 1958
57,1,0.0048,0.955,100.0,407.7,0.68,317.0,23.94,946.0,Lowdermilk 1958
58,1,0.0048,0.955,100.0,543.6,0.63,317.0,23.94,1199.0,Lowdermilk 1958
59,1,0.0048,0.955,100.0,679.5,0.64,317.0,23.94,1482.0,Lowdermilk 1958
60,1,0.0048,0.955,100.0,951.4,0.55,317.0,23.94,1861.0,Lowdermilk 1958
61,1,0.0048,0.955,100.0,1100.9,0.49,317.0,23.94,1987.0,Lowdermilk 1958
62,2,0.00384,0.799,7840.0,3862.0,0.268,174.0,260.22,2620.0,Smolin 1962
63,2,0.00384,0.799,7840.0,3934.0,0.165,402.0,211.74,3061.0,Smolin 1962
64,2,0.00384,0.799,7840.0,3934.0,0.214,271.0,240.12,2791.0,Smolin 1962
65,2,0.00384,0.799,7840.0,3982.0,0.288,68.0,281.04,2339.0,Smolin 1962
66,2,0.00384,0.799,7840.0,4054.0,0.172,319.0,229.87,2840.0,Smolin 1962
67,2,0.00384,0.799,7840.0,4990.0,0.156,290.0,236.08,3130.0,Smolin 1962
68,2,0.00384,0.799,7840.0,4990.0,0.181,243.0,246.01,3061.0,Smolin 1962
69,2,0.00384,0.799,7840.0,4990.0,0.227,155.0,264.05,2930.0,Smolin 1962
70,2,0.00384,0.799,7840.0,5013.0,0.085,564.0,175.2,4140.0,Smolin 1962
71,2,0.00384,0.799,7840.0,5013.0,0.089,533.0,182.29,4000.0,Smolin 1962
72,2,0.00384,0.799,7840.0,5013.0,0.105,479.0,194.54,3830.0,Smolin 1962
73,2,0.00384,0.799,7840.0,5013.0,0.128,388.0,214.83,3461.0,Smolin 1962
74,2,0.00384,0.799,7840.0,5013.0,0.129,347.0,223.8,3261.0,Smolin 1962
75,2,0.00384,0.799,7840.0,5013.0,0.198,199.0,255.13,2970.0,Smolin 1962
76,2,0.00384,0.799,7840.0,5013.0,0.241,104.0,274.13,2740.0,Smolin 1962
77,2,0.00384,0.799,7840.0,5013.0,0.265,41.0,286.11,2610.0,Smolin 1962
78,2,0.00384,0.799,7840.0,7460.0,-0.006,634.0,159.04,5652.0,Smolin 1962
79,2,0.00384,0.799,7840.0,7460.0,0.028,586.0,170.14,5620.0,Smolin 1962
80,2,0.00384,0.799,7840.0,7460.0,0.034,542.0,180.24,5320.0,Smolin 1962
81,2,0.00384,0.799,7840.0,7460.0,0.041,497.0,190.48,5011.0,Smolin 1962
82,2,0.00384,0.799,7840.0,7460.0,0.043,457.0,199.49,4711.0,Smolin 1962
83,2,0.00384,0.799,7840.0,7460.0,0.05,416.0,208.64,4420.0,Smolin 1962
84,2,0.00384,0.799,7840.0,7460.0,0.055,384.0,215.71,4200.0,Smolin 1962
85,2,0.00384,0.799,7840.0,7460.0,0.067,328.0,227.92,3850.0,Smolin 1962
86,2,0.00384,0.799,7840.0,7460.0,0.077,286.0,236.93,3620.0,Smolin 1962
87,2,0.00384,0.799,7840.0,7460.0,0.099,243.0,246.01,3520.0,Smolin 1962
88,2,0.00384,0.799,7840.0,7460.0,0.13,194.0,256.15,3480.0,Smolin 1962
89,2,0.00384,0.799,7840.0,7460.0,0.168,150.0,265.05,3580.0,Smolin 1962
90,2,0.00384,0.799,7840.0,7460.0,0.194,99.0,275.1,3450.0,Smolin 1962
91,2,0.00384,0.799,7840.0,7460.0,0.217,41.0,286.11,3270.0,Smolin 1962
92,2,0.00384,0.799,7840.0,7460.0,0.129,194.0,256.15,3500.0,Smolin 1962
93,2,0.00384,0.799,7840.0,7460.0,0.167,145.0,266.05,3520.0,Smolin 1962
94,2,0.00384,0.799,7840.0,7460.0,0.189,99.0,275.1,3390.0,Smolin 1962
95,2,0.00384,0.799,7840.0,7460.0,0.21,47.0,285.0,3220.0,Smolin 1962
96,2,0.00384,1.549,7840.0,3958.0,0.317,233.0,248.1,1700.0,Smolin 1962
97,2,0.00384,1.549,7840.0,3958.0,0.32,174.0,260.22,1580.0,Smolin 1962
98,2,0.00384,1.549,7840.0,3958.0,0.336,99.0,275.1,1439.0,Smolin 1962
99,2,0.00384,1.549,7840.0,3982.0,0.339,31.0,287.96,1339.0,Smolin 1962
100,2,0.00607,0.792,7840.0,1604.0,0.312,384.0,215.71,2620.0,Smolin 1962
101,2,0.00607,0.792,7840.0,1604.0,0.357,300.0,233.95,2520.0,Smolin 1962
102,2,0.00607,0.792,7840.0,1604.0,0.385,199.0,255.13,2330.0,Smolin 1962
103,2,0.00607,0.792,7840.0,2199.0,0.181,488.0,192.51,3161.0,Smolin 1962
104,2,0.00607,0.792,7840.0,2199.0,0.21,393.0,213.73,2940.0,Smolin 1962
105,2,0.00607,0.792,7840.0,2199.0,0.318,47.0,285.0,2210.0,Smolin 1962
106,2,0.00607,0.792,7840.0,2208.0,0.154,568.0,174.28,3330.0,Smolin 1962
107,2,0.00607,0.792,7840.0,2208.0,0.255,262.0,242.02,2680.0,Smolin 1962
108,2,0.00607,0.792,7840.0,2208.0,0.291,165.0,262.04,2480.0,Smolin 1962
109,2,0.00607,0.792,7840.0,2698.0,0.079,630.0,159.97,3830.0,Smolin 1962
110,2,0.00607,0.792,7840.0,2698.0,0.125,479.0,194.54,3420.0,Smolin 1962
111,2,0.00607,0.792,7840.0,2688.0,0.159,351.0,222.93,3000.0,Smolin 1962
112,2,0.00607,0.792,7840.0,2688.0,0.196,257.0,243.07,2810.0,Smolin 1962
113,2,0.00607,0.792,7840.0,2698.0,0.232,145.0,266.05,2500.0,Smolin 1962
114,2,0.00607,0.792,7840.0,2698.0,0.28,31.0,287.96,2260.0,Smolin 1962
115,2,0.00607,0.792,7840.0,3207.0,0.065,529.0,183.21,3820.0,Smolin 1962
116,2,0.00607,0.792,7840.0,3207.0,0.096,425.0,206.64,3461.0,Smolin 1962
117,2,0.00607,0.792,7840.0,3207.0,0.124,323.0,229.0,3066.0,Smolin 1962
118,2,0.00607,0.792,7840.0,3207.0,0.157,228.0,249.14,2800.0,Smolin 1962
119,2,0.00607,0.792,7840.0,3216.0,0.208,99.0,275.1,2480.0,Smolin 1962
120,2,0.00607,0.792,7840.0,4003.0,0.029,461.0,198.59,3880.0,Smolin 1962
121,2,0.00607,0.792,7840.0,3994.0,0.075,309.0,232.02,3211.0,Smolin 1962
122,2,0.00607,0.792,7840.0,4013.0,0.144,134.0,268.24,2620.0,Smolin 1962
123,2,0.00607,0.792,7840.0,4013.0,0.189,36.0,287.04,2380.0,Smolin 1962
124,2,0.00607,0.792,7840.0,4982.0,-0.024,551.0,178.18,4890.0,Smolin 1962
125,2,0.00607,0.792,7840.0,4982.0,0.004,457.0,199.49,4440.0,Smolin 1962
126,2,0.00607,0.792,7840.0,5002.0,0.044,319.0,229.87,3700.0,Smolin 1962
127,2,0.00607,0.792,7840.0,4963.0,0.074,214.0,252.04,3050.0,Smolin 1962
128,2,0.00607,0.792,7840.0,5011.0,0.109,109.0,273.15,2580.0,Smolin 1962
129,2,0.00607,0.792,7840.0,5011.0,0.133,41.0,286.11,2260.0,Smolin 1962
130,2,0.0078,0.789,7840.0,995.0,0.288,780.0,124.82,2960.0,Smolin 1962
131,2,0.0078,0.789,7840.0,995.0,0.343,647.0,156.02,2820.0,Smolin 1962
132,2,0.0078,0.789,7840.0,995.0,0.387,515.0,186.39,2660.0,Smolin 1962
133,2,0.0078,0.789,7840.0,983.0,0.429,439.0,203.52,2580.0,Smolin 1962
134,2,0.0078,0.789,7840.0,995.0,0.463,319.0,229.87,2450.0,Smolin 1962
135,2,0.0078,0.776,7840.0,1599.0,0.144,652.0,154.86,3461.0,Smolin 1962
136,2,0.0078,0.776,7840.0,1605.0,0.206,502.0,189.34,3250.0,Smolin 1962
137,2,0.00807,0.778,7840.0,1613.0,0.249,370.0,218.78,3000.0,Smolin 1962
138,2,0.00807,0.778,7840.0,1608.0,0.273,271.0,240.12,2790.0,Smolin 1962
139,2,0.00807,0.778,7840.0,1581.0,0.331,119.0,271.2,2460.0,Smolin 1962
140,2,0.00807,0.778,7840.0,2205.0,0.018,784.0,123.88,4600.0,Smolin 1962
141,2,0.00807,0.778,7840.0,2211.0,0.044,686.0,146.93,4270.0,Smolin 1962
142,2,0.00807,0.778,7840.0,2216.0,0.087,493.0,191.38,3540.0,Smolin 1962
143,2,0.00807,0.778,7840.0,2200.0,0.141,347.0,223.8,3130.0,Smolin 1962
144,2,0.00807,0.778,7840.0,2705.0,0.007,634.0,159.04,4520.0,Smolin 1962
145,2,0.00807,0.778,7840.0,2662.0,0.059,479.0,194.54,3861.0,Smolin 1962
146,2,0.00807,0.778,7840.0,2678.0,0.109,300.0,233.95,3170.0,Smolin 1962
147,2,0.00807,0.778,7840.0,3199.0,-0.028,647.0,156.02,4990.0,Smolin 1962
148,2,0.00807,0.778,7840.0,3210.0,-0.004,502.0,189.34,4140.0,Smolin 1962
149,2,0.00807,0.778,7840.0,3199.0,0.049,375.0,217.69,3720.0,Smolin 1962
150,2,0.00807,0.778,7840.0,3205.0,0.106,209.0,253.07,3011.0,Smolin 1962
151,2,0.00802,1.57,7840.0,1001.0,0.577,617.0,162.98,1850.0,Smolin 1962
152,2,0.00802,1.57,7840.0,1007.0,0.601,502.0,189.34,1750.0,Smolin 1962
153,2,0.00802,1.57,7840.0,1001.0,0.622,351.0,222.93,1589.0,Smolin 1962
154,2,0.00802,1.57,7840.0,1001.0,0.636,165.0,262.04,1389.0,Smolin 1962
155,2,0.00802,1.57,7840.0,1023.0,0.633,52.0,284.06,1269.0,Smolin 1962
156,2,0.00802,1.57,7840.0,1595.0,0.334,695.0,144.82,2389.0,Smolin 1962
157,2,0.00802,1.57,7840.0,1606.0,0.347,612.0,164.14,2280.0,Smolin 1962
158,2,0.00802,1.57,7840.0,1606.0,0.398,439.0,203.52,2080.0,Smolin 1962
159,2,0.00802,1.57,7840.0,1595.0,0.432,300.0,233.95,1880.0,Smolin 1962
160,2,0.00802,1.57,7840.0,1612.0,0.434,150.0,265.05,1600.0,Smolin 1962
161,2,0.00802,1.57,7840.0,1606.0,0.46,47.0,285.0,1470.0,Smolin 1962
162,2,0.00802,1.57,7840.0,2206.0,0.247,524.0,184.35,2480.0,Smolin 1962
163,2,0.00802,1.57,7840.0,2206.0,0.267,434.0,204.63,2320.0,Smolin 1962
164,2,0.00802,1.57,7840.0,2206.0,0.306,305.0,232.87,2100.0,Smolin 1962
165,2,0.00802,1.57,7840.0,2206.0,0.334,199.0,255.13,1910.0,Smolin 1962
166,2,0.00802,1.57,7840.0,2195.0,0.355,109.0,273.15,1750.0,Smolin 1962
167,2,0.00802,1.57,7840.0,2706.0,0.136,612.0,164.14,2810.0,Smolin 1962
168,2,0.00802,1.57,7840.0,2717.0,0.178,479.0,194.54,2560.0,Smolin 1962
169,2,0.00802,1.57,7840.0,2706.0,0.215,342.0,224.89,2260.0,Smolin 1962
170,2,0.00802,1.57,7840.0,2706.0,0.251,243.0,246.01,2110.0,Smolin 1962
171,2,0.00802,1.57,7840.0,2728.0,0.28,145.0,266.05,1920.0,Smolin 1962
172,2,0.00802,1.595,7840.0,2706.0,0.132,634.0,159.04,2820.0,Smolin 1962
173,2,0.00802,1.595,7840.0,2689.0,0.157,546.0,179.32,2630.0,Smolin 1962
174,2,0.00802,1.595,7840.0,2706.0,0.185,452.0,200.61,2539.0,Smolin 1962
175,2,0.00802,1.595,7840.0,2706.0,0.214,314.0,230.94,2139.0,Smolin 1962
176,2,0.00802,1.595,7840.0,2695.0,0.276,174.0,260.22,1960.0,Smolin 1962
177,2,0.00802,1.595,7840.0,2695.0,0.32,20.0,289.98,1650.0,Smolin 1962
178,2,0.00384,0.799,9800.0,3982.0,0.112,489.0,212.2,3070.0,Smolin 1962
179,2,0.00384,0.799,9800.0,4054.0,0.118,439.0,223.2,2920.0,Smolin 1962
180,2,0.00384,0.799,9800.0,3910.0,0.141,387.0,234.46,2710.0,Smolin 1962
181,2,0.00384,0.799,9800.0,3958.0,0.159,335.0,245.52,2600.0,Smolin 1962
182,2,0.00384,0.799,9800.0,3982.0,0.16,296.0,253.65,2450.0,Smolin 1962
183,2,0.00384,0.799,9800.0,3886.0,0.198,226.0,267.89,2310.0,Smolin 1962
184,2,0.00384,0.799,9800.0,4006.0,0.208,175.0,277.93,2189.0,Smolin 1962
185,2,0.00384,0.799,9800.0,3910.0,0.238,106.0,290.97,2010.0,Smolin 1962
186,2,0.00384,0.799,9800.0,3982.0,0.261,51.0,300.85,1920.0,Smolin 1962
187,2,0.00384,0.799,9800.0,5013.0,0.033,620.0,182.7,4000.0,Smolin 1962
188,2,0.00384,0.799,9800.0,5013.0,0.055,553.0,197.9,3770.0,Smolin 1962
189,2,0.00384,0.799,9800.0,5013.0,0.066,503.0,209.09,3561.0,Smolin 1962
190,2,0.00384,0.799,9800.0,5013.0,0.081,457.0,219.26,3400.0,Smolin 1962
191,2,0.00384,0.799,9800.0,5013.0,0.088,406.0,230.37,3150.0,Smolin 1962
192,2,0.00384,0.799,9800.0,4990.0,0.107,363.0,239.59,3050.0,Smolin 1962
193,2,0.00384,0.799,9800.0,5013.0,0.117,315.0,249.71,2850.0,Smolin 1962
194,2,0.00384,0.799,9800.0,5013.0,0.129,271.0,258.8,2710.0,Smolin 1962
195,2,0.00384,0.799,9800.0,4990.0,0.16,206.0,271.87,2550.0,Smolin 1962
196,2,0.00384,0.799,9800.0,5013.0,0.196,149.0,282.92,2489.0,Smolin 1962
197,2,0.00384,0.799,9800.0,4990.0,0.216,106.0,290.97,2376.0,Smolin 1962
198,2,0.00384,0.799,9800.0,4990.0,0.246,51.0,300.85,2289.0,Smolin 1962
199,2,0.00384,0.799,9800.0,7460.0,-0.003,526.0,203.96,4681.0,Smolin 1962
200,2,0.00384,0.799,9800.0,7460.0,0.013,480.0,214.19,4450.0,Smolin 1962
201,2,0.00384,0.799,9800.0,7532.0,0.03,387.0,234.46,3890.0,Smolin 1962
202,2,0.00384,0.799,9800.0,7484.0,0.047,335.0,245.52,3590.0,Smolin 1962
203,2,0.00384,0.799,9800.0,7460.0,0.052,291.0,254.69,3250.0,Smolin 1962
204,2,0.00384,0.799,9800.0,7532.0,0.064,236.0,265.89,2960.0,Smolin 1962
205,2,0.00384,0.799,9800.0,7556.0,0.082,185.0,275.98,2720.0,Smolin 1962
206,2,0.00384,0.799,9800.0,7460.0,0.104,138.0,285.0,2520.0,Smolin 1962
207,2,0.00384,1.549,9800.0,3982.0,0.218,530.0,203.07,2020.0,Smolin 1962
208,2,0.00384,1.549,9800.0,3958.0,0.224,471.0,216.18,1889.0,Smolin 1962
209,2,0.00384,1.549,9800.0,3934.0,0.234,429.0,225.38,1810.0,Smolin 1962
210,2,0.00384,1.549,9800.0,4006.0,0.243,373.0,237.46,1730.0,Smolin 1962
211,2,0.00384,1.549,9800.0,3982.0,0.259,315.0,249.71,1630.0,Smolin 1962
212,2,0.00384,1.549,9800.0,3982.0,0.269,261.0,260.84,1530.0,Smolin 1962
213,2,0.00384,1.549,9800.0,3958.0,0.289,206.0,271.87,1450.0,Smolin 1962
214,2,0.00384,1.549,9800.0,3958.0,0.306,154.0,281.97,1380.0,Smolin 1962
215,2,0.00384,1.549,9800.0,4006.0,0.292,165.0,279.86,1389.0,Smolin 1962
216,2,0.00384,1.549,9800.0,3934.0,0.339,79.0,295.88,1300.0,Smolin 1962
217,2,0.0051,2.6,9800.0,1986.0,0.382,687.0,167.3,1139.0,Smolin 1962
218,2,0.0051,2.6,9800.0,1986.0,0.391,673.0,170.53,1139.0,Smolin 1962
219,2,0.0051,2.6,9800.0,2503.0,0.392,443.0,222.33,1174.0,Smolin 1962
220,2,0.0051,2.6,9800.0,2992.0,0.337,359.0,240.44,1163.0,Smolin 1962
221,2,0.0051,2.6,9800.0,3441.0,0.301,281.0,256.75,1163.0,Smolin 1962
222,2,0.0051,2.6,9800.0,3998.0,0.289,206.0,271.87,1174.0,Smolin 1962
223,2,0.0051,2.6,9800.0,4746.0,0.317,84.0,294.98,1186.0,Smolin 1962
224,2,0.0051,2.6,9800.0,5304.0,0.131,521.0,205.08,1779.0,Smolin 1962
225,2,0.0051,2.6,9800.0,5304.0,0.124,535.0,201.95,1791.0,Smolin 1962
226,2,0.00607,0.792,9800.0,1604.0,0.237,503.0,209.09,2489.0,Smolin 1962
227,2,0.00607,0.792,9800.0,1613.0,0.27,387.0,234.46,2310.0,Smolin 1962
228,2,0.00607,0.792,9800.0,1584.0,0.304,291.0,254.69,2110.0,Smolin 1962
229,2,0.00607,0.792,9800.0,1594.0,0.344,165.0,279.86,1900.0,Smolin 1962
230,2,0.00607,0.792,9800.0,1594.0,0.385,51.0,300.85,1710.0,Smolin 1962
231,2,0.00607,0.792,9800.0,2208.0,0.095,629.0,180.64,3170.0,Smolin 1962
232,2,0.00607,0.792,9800.0,2199.0,0.12,526.0,203.96,2870.0,Smolin 1962
233,2,0.00607,0.792,9800.0,2208.0,0.171,373.0,237.46,2539.0,Smolin 1962
234,2,0.00607,0.792,9800.0,2208.0,0.22,216.0,269.88,2170.0,Smolin 1962
235,2,0.00607,0.792,9800.0,2199.0,0.285,57.0,299.79,1820.0,Smolin 1962
236,2,0.00607,0.792,9800.0,2707.0,0.011,791.0,143.07,4130.0,Smolin 1962
237,2,0.00607,0.792,9800.0,2707.0,0.044,682.0,168.46,3811.0,Smolin 1962
238,2,0.00607,0.792,9800.0,2698.0,0.068,549.0,198.8,3280.0,Smolin 1962
239,2,0.00607,0.792,9800.0,2707.0,0.103,411.0,229.29,2820.0,Smolin 1962
240,2,0.00607,0.792,9800.0,2707.0,0.143,266.0,259.82,2360.0,Smolin 1962
241,2,0.00607,0.792,9800.0,2659.0,0.213,112.0,289.86,2010.0,Smolin 1962
242,2,0.00607,0.792,9800.0,2707.0,0.226,45.0,301.89,1800.0,Smolin 1962
243,2,0.00607,0.792,9800.0,3197.0,0.007,665.0,172.38,4090.0,Smolin 1962
244,2,0.00607,0.792,9800.0,3207.0,0.035,544.0,199.93,3590.0,Smolin 1962
245,2,0.00607,0.792,9800.0,3197.0,0.067,411.0,229.29,3040.0,Smolin 1962
246,2,0.00607,0.792,9800.0,3207.0,0.096,315.0,249.71,2710.0,Smolin 1962
247,2,0.00607,0.792,9800.0,3207.0,0.13,216.0,269.88,2380.0,Smolin 1962
248,2,0.00607,0.792,9800.0,3197.0,0.193,57.0,299.79,1920.0,Smolin 1962
249,2,0.00607,0.792,9800.0,4003.0,0.011,480.0,214.19,3761.0,Smolin 1962
250,2,0.00607,0.792,9800.0,4023.0,0.056,325.0,247.62,3030.0,Smolin 1962
251,2,0.00607,0.792,9800.0,4023.0,0.099,159.0,281.01,2239.0,Smolin 1962
252,2,0.00607,0.792,9800.0,4003.0,0.139,68.0,297.85,1930.0,Smolin 1962
253,2,0.00607,0.792,9800.0,5002.0,0.02,373.0,237.46,3811.0,Smolin 1962
254,2,0.00607,0.792,9800.0,5002.0,0.041,266.0,259.82,3090.0,Smolin 1962
255,2,0.00607,0.792,9800.0,5002.0,0.066,165.0,279.86,2460.0,Smolin 1962
256,2,0.00607,0.792,9800.0,5011.0,0.111,57.0,299.79,1970.0,Smolin 1962
257,2,0.0074,3.8,9800.0,1260.0,0.603,330.0,246.57,697.0,Smolin 1962
258,2,0.0074,3.8,9800.0,1486.0,0.507,291.0,254.69,697.0,Smolin 1962
259,2,0.0074,3.8,9800.0,2003.0,0.391,211.0,270.88,709.0,Smolin 1962
260,2,0.0074,3.8,9800.0,2519.0,0.331,133.0,285.95,709.0,Smolin 1962
261,2,0.0074,3.8,9800.0,3049.0,0.333,28.0,304.82,709.0,Smolin 1962
262,2,0.0074,3.8,9800.0,1486.0,0.5,965.0,101.89,1174.0,Smolin 1962
263,2,0.0074,3.8,9800.0,1983.0,0.388,709.0,162.21,1174.0,Smolin 1962
264,2,0.0074,3.8,9800.0,2003.0,0.397,691.0,166.38,1174.0,Smolin 1962
265,2,0.0074,3.8,9800.0,2519.0,0.302,540.0,200.83,1151.0,Smolin 1962
266,2,0.0074,3.8,9800.0,2558.0,0.305,540.0,200.83,1174.0,Smolin 1962
267,2,0.0074,3.8,9800.0,3004.0,0.269,453.0,220.14,1174.0,Smolin 1962
268,2,0.0074,3.8,9800.0,3475.0,0.267,335.0,245.52,1163.0,Smolin 1962
269,2,0.0074,3.8,9800.0,3940.0,0.265,256.0,261.85,1163.0,Smolin 1962
270,2,0.0074,3.8,9800.0,4496.0,0.287,154.0,281.97,1163.0,Smolin 1962
271,2,0.0074,3.8,9800.0,5529.0,0.266,90.0,293.89,1174.0,Smolin 1962
272,2,0.0074,3.8,9800.0,5878.0,0.284,34.0,303.79,1174.0,Smolin 1962
273,2,0.0074,3.8,9800.0,5943.0,0.287,28.0,304.82,1174.0,Smolin 1962
274,2,0.0104,3.8,9800.0,668.0,0.779,611.0,184.76,755.0,Smolin 1962
275,2,0.0104,3.8,9800.0,668.0,0.766,594.0,188.63,732.0,Smolin 1962
276,2,0.0104,3.8,9800.0,896.0,0.564,485.0,213.09,755.0,Smolin 1962
277,2,0.0104,3.8,9800.0,896.0,0.568,466.0,217.28,755.0,Smolin 1962
278,2,0.0104,3.8,9800.0,1112.0,0.444,387.0,234.46,767.0,Smolin 1962
279,2,0.0104,3.8,9800.0,1325.0,0.394,315.0,249.71,767.0,Smolin 1962
280,2,0.0104,3.8,9800.0,1662.0,0.347,191.0,274.81,744.0,Smolin 1962
281,2,0.0104,3.8,9800.0,1685.0,0.298,897.0,118.06,1477.0,Smolin 1962
282,2,0.0104,3.8,9800.0,1688.0,0.318,553.0,197.9,1128.0,Smolin 1962
283,2,0.0104,3.8,9800.0,1688.0,0.329,530.0,203.07,1104.0,Smolin 1962
284,2,0.0104,3.8,9800.0,2002.0,0.312,128.0,286.88,755.0,Smolin 1962
285,2,0.0104,3.8,9800.0,2015.0,0.328,112.0,289.86,767.0,Smolin 1962
286,2,0.0104,3.8,9800.0,2240.0,0.223,682.0,168.46,1500.0,Smolin 1962
287,2,0.0104,3.8,9800.0,2240.0,0.285,354.0,241.5,1104.0,Smolin 1962
