Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
7131,25,0.0141,0.991,11097.0,3369.7,0.054,126.0,297.56,2328.1,Lee 1966 AEEW R479
7132,25,0.0141,0.991,11097.0,3369.7,0.054,126.0,297.56,2328.1,Lee 1966 AEEW R479
7133,25,0.0141,0.991,11029.0,3385.9,0.038,157.0,291.38,2460.6,Lee 1966 AEEW R479
7134,25,0.0141,0.991,11029.0,3385.9,0.038,157.0,291.38,2460.6,Lee 1966 AEEW R479
7135,25,0.0141,0.991,12407.0,530.2,0.432,99.0,311.81,1138.8,Lee 1966 AEEW R479
7136,25,0.0141,0.991,12407.0,530.2,0.427,99.0,311.81,1129.3,Lee 1966 AEEW R479
7137,25,0.0141,0.991,12476.0,539.7,0.362,370.0,261.34,1517.4,Lee 1966 AEEW R479
7138,25,0.0141,0.991,12407.0,539.7,0.363,367.0,261.39,1517.4,Lee 1966 AEEW R479
7139,25,0.0141,0.991,12407.0,1015.6,0.209,99.0,311.81,1242.9,Lee 1966 AEEW R479
7140,25,0.0141,0.991,12407.0,1015.6,0.21,99.0,311.81,1246.1,Lee 1966 AEEW R479
7141,25,0.0141,0.991,12407.0,1012.9,0.178,197.0,294.57,1457.4,Lee 1966 AEEW R479
7142,25,0.0141,0.991,12407.0,1012.9,0.178,197.0,294.57,1457.4,Lee 1966 AEEW R479
7143,25,0.0141,0.991,12407.0,1014.3,0.158,282.0,278.42,1681.4,Lee 1966 AEEW R479
7144,25,0.0141,0.991,12407.0,1014.3,0.158,282.0,278.42,1681.4,Lee 1966 AEEW R479
7145,25,0.0141,0.991,12407.0,1011.6,0.125,367.0,261.39,1848.6,Lee 1966 AEEW R479
7146,25,0.0141,0.991,12407.0,1011.6,0.125,367.0,261.39,1848.6,Lee 1966 AEEW R479
7147,25,0.0141,0.991,12407.0,1617.7,0.054,311.0,272.7,2160.9,Lee 1966 AEEW R479
7148,25,0.0141,0.991,12407.0,1617.7,0.054,311.0,272.7,2160.9,Lee 1966 AEEW R479
7149,25,0.0141,0.991,12407.0,1619.1,0.007,451.0,243.86,2637.2,Lee 1966 AEEW R479
7150,25,0.0141,0.991,12407.0,1619.1,0.008,451.0,243.86,2649.9,Lee 1966 AEEW R479
7151,25,0.0141,0.991,12407.0,2031.3,0.106,99.0,311.81,1618.3,Lee 1966 AEEW R479
7152,25,0.0141,0.991,12407.0,2031.3,0.109,99.0,311.81,1646.7,Lee 1966 AEEW R479
7153,25,0.0141,0.991,12407.0,2023.2,0.074,191.0,295.67,2000.0,Lee 1966 AEEW R479
7154,25,0.0141,0.991,12407.0,2023.2,0.074,191.0,295.67,2000.0,Lee 1966 AEEW R479
7155,25,0.0141,0.991,12476.0,2035.4,0.073,200.0,294.53,2060.0,Lee 1966 AEEW R479
7156,25,0.0141,0.991,12407.0,2034.0,0.078,197.0,294.57,2078.9,Lee 1966 AEEW R479
7157,25,0.0141,0.991,12407.0,2034.0,0.078,197.0,294.57,2078.9,Lee 1966 AEEW R479
7158,25,0.0141,0.991,12407.0,2024.5,0.048,282.0,278.42,2435.4,Lee 1966 AEEW R479
7159,25,0.0141,0.991,12407.0,2024.5,0.046,282.0,278.42,2422.7,Lee 1966 AEEW R479
7160,25,0.0141,0.991,12407.0,2031.3,-0.003,367.0,261.39,2643.6,Lee 1966 AEEW R479
7161,25,0.0141,0.991,12407.0,2031.3,-0.002,367.0,261.39,2659.3,Lee 1966 AEEW R479
7162,25,0.0141,0.991,12407.0,2031.3,0.002,367.0,261.39,2678.3,Lee 1966 AEEW R479
7163,25,0.0141,0.991,12407.0,2031.3,0.002,367.0,261.39,2678.3,Lee 1966 AEEW R479
7164,25,0.0141,0.991,12407.0,3410.3,0.06,99.0,311.81,2063.1,Lee 1966 AEEW R479
7165,25,0.0141,0.991,12407.0,3410.3,0.06,99.0,311.81,2063.1,Lee 1966 AEEW R479
7166,25,0.0141,0.991,12407.0,3379.2,0.065,99.0,311.81,2110.4,Lee 1966 AEEW R479
7167,25,0.0141,0.991,12407.0,3379.2,0.064,99.0,311.81,2104.1,Lee 1966 AEEW R479
7168,25,0.0141,0.991,12407.0,3392.7,0.046,134.0,305.85,2274.5,Lee 1966 AEEW R479
7169,25,0.0141,0.991,12407.0,3392.7,0.046,134.0,305.85,2274.5,Lee 1966 AEEW R479
7170,25,0.0141,0.991,12407.0,3383.2,0.051,134.0,305.85,2343.9,Lee 1966 AEEW R479
7171,25,0.0141,0.991,12407.0,3390.0,0.042,163.0,300.73,2561.5,Lee 1966 AEEW R479
7172,25,0.0141,0.991,12407.0,3390.0,0.043,163.0,300.73,2580.5,Lee 1966 AEEW R479
7173,25,0.0141,1.27,8616.0,1627.2,0.245,88.0,284.29,1943.2,Lee 1966 AEEW R479
7174,25,0.0141,1.27,8616.0,1627.2,0.246,88.0,284.29,1952.7,Lee 1966 AEEW R479
7175,25,0.0141,1.27,8616.0,1620.4,0.225,146.0,273.15,2072.6,Lee 1966 AEEW R479
7176,25,0.0141,1.27,8616.0,1620.4,0.227,146.0,273.15,2085.2,Lee 1966 AEEW R479
7177,25,0.0141,1.27,8616.0,1621.8,0.203,207.0,261.0,2205.1,Lee 1966 AEEW R479
7178,25,0.0141,1.27,8616.0,1621.8,0.203,207.0,261.0,2205.1,Lee 1966 AEEW R479
7179,25,0.0141,1.27,8616.0,2701.2,0.125,88.0,284.29,1971.6,Lee 1966 AEEW R479
7180,25,0.0141,1.27,8616.0,2701.2,0.125,88.0,284.29,1971.6,Lee 1966 AEEW R479
7181,25,0.0141,1.27,8616.0,2702.5,0.113,120.0,278.2,2088.3,Lee 1966 AEEW R479
7182,25,0.0141,1.27,8616.0,2702.5,0.112,120.0,278.2,2082.0,Lee 1966 AEEW R479
7183,25,0.0141,1.27,8616.0,2694.4,0.107,146.0,273.15,2205.1,Lee 1966 AEEW R479
7184,25,0.0141,1.27,8616.0,2694.4,0.107,146.0,273.15,2208.2,Lee 1966 AEEW R479
7185,25,0.0141,1.27,11029.0,2031.3,0.143,95.0,302.55,1545.8,Lee 1966 AEEW R479
7186,25,0.0141,1.27,11029.0,2031.3,0.143,95.0,302.55,1548.9,Lee 1966 AEEW R479
7187,25,0.0141,1.27,11029.0,2031.3,0.105,216.0,280.21,1955.9,Lee 1966 AEEW R479
7188,25,0.0141,1.27,11029.0,2031.3,0.103,216.0,280.21,1940.1,Lee 1966 AEEW R479
7189,25,0.0141,1.27,11029.0,2034.0,0.104,216.0,280.21,1949.5,Lee 1966 AEEW R479
7190,25,0.0141,1.27,11029.0,2034.0,0.101,216.0,280.21,1933.8,Lee 1966 AEEW R479
7191,25,0.0141,1.27,11063.0,2028.6,0.077,304.0,263.04,2246.1,Lee 1966 AEEW R479
7192,25,0.0141,1.27,11063.0,2028.6,0.075,304.0,263.04,2236.6,Lee 1966 AEEW R479
7193,25,0.0141,1.27,11097.0,3387.3,0.079,98.0,302.53,1854.9,Lee 1966 AEEW R479
7194,25,0.0141,1.27,11097.0,3387.3,0.079,98.0,302.53,1854.9,Lee 1966 AEEW R479
7195,25,0.0141,1.27,11097.0,3387.3,0.07,126.0,297.56,2012.6,Lee 1966 AEEW R479
7196,25,0.0141,1.27,11097.0,3387.3,0.07,126.0,297.56,2012.6,Lee 1966 AEEW R479
7197,25,0.0141,1.27,11097.0,3381.9,0.059,160.0,291.35,2186.1,Lee 1966 AEEW R479
7198,25,0.0141,1.27,11063.0,3381.9,0.058,160.0,291.09,2160.9,Lee 1966 AEEW R479
7199,25,0.0141,1.524,8754.0,1629.9,0.284,67.0,289.4,1744.5,Lee 1966 AEEW R479
7200,25,0.0141,1.524,11097.0,981.7,0.37,98.0,302.53,1271.3,Lee 1966 AEEW R479
7201,25,0.0141,1.524,11097.0,981.7,0.37,98.0,302.53,1271.3,Lee 1966 AEEW R479
7202,25,0.0141,1.524,11029.0,980.4,0.339,216.0,280.21,1451.1,Lee 1966 AEEW R479
7203,25,0.0141,1.524,11029.0,980.4,0.339,216.0,280.21,1451.1,Lee 1966 AEEW R479
7204,25,0.0141,1.524,11029.0,1017.0,0.351,101.0,301.5,1255.5,Lee 1966 AEEW R479
7205,25,0.0141,1.524,11029.0,1017.0,0.352,101.0,301.5,1258.7,Lee 1966 AEEW R479
7206,25,0.0141,1.524,11029.0,1008.9,0.3,301.0,263.36,1580.5,Lee 1966 AEEW R479
7207,25,0.0141,1.524,11029.0,1008.9,0.298,301.0,263.36,1574.1,Lee 1966 AEEW R479
7208,25,0.0141,1.524,11029.0,1015.6,0.368,95.0,302.55,1306.0,Lee 1966 AEEW R479
7209,25,0.0141,1.524,11029.0,1015.6,0.367,95.0,302.55,1302.8,Lee 1966 AEEW R479
7210,25,0.0141,1.524,11029.0,1011.6,0.333,216.0,280.21,1476.4,Lee 1966 AEEW R479
7211,25,0.0141,1.524,11029.0,1011.6,0.333,216.0,280.21,1476.4,Lee 1966 AEEW R479
7212,25,0.0141,1.524,11063.0,1017.0,0.306,279.0,268.08,1539.4,Lee 1966 AEEW R479
7213,25,0.0141,1.524,11063.0,1017.0,0.306,279.0,268.08,1539.4,Lee 1966 AEEW R479
7214,25,0.0141,1.524,11097.0,1014.3,0.313,251.0,273.93,1501.6,Lee 1966 AEEW R479
7215,25,0.0141,1.524,11097.0,1014.3,0.317,251.0,273.93,1511.1,Lee 1966 AEEW R479
7216,25,0.0141,1.524,11029.0,1008.9,0.3,301.0,263.36,1580.5,Lee 1966 AEEW R479
7217,25,0.0141,1.524,11029.0,1008.9,0.298,301.0,263.36,1574.1,Lee 1966 AEEW R479
7218,25,0.0141,1.524,11029.0,1017.0,0.295,356.0,252.05,1687.7,Lee 1966 AEEW R479
7219,25,0.0141,1.524,11029.0,1017.0,0.298,356.0,252.05,1694.0,Lee 1966 AEEW R479
7220,25,0.0141,1.524,11063.0,1015.6,0.302,304.0,263.04,1596.2,Lee 1966 AEEW R479
7221,25,0.0141,1.524,11063.0,1015.6,0.306,304.0,263.04,1608.8,Lee 1966 AEEW R479
7222,25,0.0141,1.524,11063.0,1627.2,0.216,104.0,301.22,1384.9,Lee 1966 AEEW R479
7223,25,0.0141,1.524,11063.0,1627.2,0.216,104.0,301.22,1384.9,Lee 1966 AEEW R479
7224,25,0.0141,1.524,11063.0,1640.8,0.219,104.0,301.22,1407.0,Lee 1966 AEEW R479
7225,25,0.0141,1.524,11063.0,1640.8,0.219,104.0,301.22,1407.0,Lee 1966 AEEW R479
7226,25,0.0141,1.524,11029.0,1627.2,0.21,141.0,294.32,1495.3,Lee 1966 AEEW R479
7227,25,0.0141,1.524,11029.0,1627.2,0.21,141.0,294.32,1495.3,Lee 1966 AEEW R479
7228,25,0.0141,1.524,11029.0,1627.2,0.206,141.0,294.32,1476.4,Lee 1966 AEEW R479
7229,25,0.0141,1.524,11029.0,1627.2,0.206,141.0,294.32,1476.4,Lee 1966 AEEW R479
7230,25,0.0141,1.524,11097.0,1623.1,0.228,98.0,302.53,1435.3,Lee 1966 AEEW R479
7231,25,0.0141,1.524,11097.0,1623.1,0.224,98.0,302.53,1419.6,Lee 1966 AEEW R479
7232,25,0.0141,1.524,11029.0,1627.2,0.191,198.0,283.67,1618.3,Lee 1966 AEEW R479
7233,25,0.0141,1.524,11029.0,1627.2,0.189,198.0,283.67,1605.7,Lee 1966 AEEW R479
7234,25,0.0141,1.524,11029.0,1627.2,0.186,204.0,282.52,1621.5,Lee 1966 AEEW R479
7235,25,0.0141,1.524,11029.0,1627.2,0.185,204.0,282.52,1612.0,Lee 1966 AEEW R479
7236,25,0.0141,1.524,11063.0,1623.1,0.207,163.0,290.53,1583.6,Lee 1966 AEEW R479
7237,25,0.0141,1.524,11063.0,1623.1,0.205,163.0,290.53,1574.1,Lee 1966 AEEW R479
7238,25,0.0141,1.524,11097.0,1620.4,0.181,251.0,273.93,1779.2,Lee 1966 AEEW R479
7239,25,0.0141,1.524,11029.0,2036.7,0.164,63.0,308.05,1252.4,Lee 1966 AEEW R479
7240,25,0.0141,1.524,11029.0,2036.7,0.164,63.0,308.05,1252.4,Lee 1966 AEEW R479
7241,25,0.0141,1.524,11029.0,2031.3,0.164,101.0,301.5,1441.7,Lee 1966 AEEW R479
7242,25,0.0141,1.524,11029.0,2031.3,0.164,101.0,301.5,1441.7,Lee 1966 AEEW R479
7243,25,0.0141,1.524,11029.0,2028.6,0.157,123.0,297.58,1504.7,Lee 1966 AEEW R479
7244,25,0.0141,1.524,11029.0,2028.6,0.157,123.0,297.58,1504.7,Lee 1966 AEEW R479
7245,25,0.0141,1.524,11029.0,2031.3,0.148,123.0,297.58,1448.0,Lee 1966 AEEW R479
7246,25,0.0141,1.524,11029.0,2031.3,0.148,123.0,297.58,1454.3,Lee 1966 AEEW R479
7247,25,0.0141,1.524,11029.0,2028.6,0.158,123.0,297.58,1504.7,Lee 1966 AEEW R479
7248,25,0.0141,1.524,11029.0,2028.6,0.158,123.0,297.58,1504.7,Lee 1966 AEEW R479
7249,25,0.0141,1.524,11063.0,2712.0,0.133,60.0,308.81,1378.6,Lee 1966 AEEW R479
7250,25,0.0141,1.524,11063.0,2712.0,0.133,60.0,308.81,1381.7,Lee 1966 AEEW R479
7251,25,0.0141,1.524,11029.0,2712.0,0.13,60.0,308.56,1356.5,Lee 1966 AEEW R479
7252,25,0.0141,1.524,11029.0,2712.0,0.13,60.0,308.56,1356.5,Lee 1966 AEEW R479
7253,25,0.0141,1.524,11063.0,2712.0,0.116,101.0,301.75,1507.9,Lee 1966 AEEW R479
7254,25,0.0141,1.524,11063.0,2712.0,0.116,101.0,301.75,1507.9,Lee 1966 AEEW R479
7255,25,0.0141,1.524,11029.0,2712.0,0.115,101.0,301.5,1501.6,Lee 1966 AEEW R479
7256,25,0.0141,1.524,11029.0,2712.0,0.115,101.0,301.5,1501.6,Lee 1966 AEEW R479
7257,25,0.0141,1.524,11063.0,2712.0,0.105,129.0,296.76,1599.4,Lee 1966 AEEW R479
7258,25,0.0141,1.524,11063.0,2712.0,0.105,129.0,296.76,1599.4,Lee 1966 AEEW R479
7259,25,0.0141,1.524,11063.0,2712.0,0.105,129.0,296.76,1599.4,Lee 1966 AEEW R479
7260,25,0.0141,1.524,11063.0,2712.0,0.106,129.0,296.76,1608.8,Lee 1966 AEEW R479
7261,25,0.0141,1.524,11063.0,2027.2,0.145,157.0,291.64,1583.6,Lee 1966 AEEW R479
7262,25,0.0141,1.524,11063.0,2027.2,0.145,157.0,291.64,1583.6,Lee 1966 AEEW R479
7263,25,0.0141,1.524,12407.0,538.3,0.523,99.0,311.81,880.1,Lee 1966 AEEW R479
7264,25,0.0141,1.524,12407.0,538.3,0.516,99.0,311.81,870.7,Lee 1966 AEEW R479
7265,25,0.0141,1.524,12407.0,537.0,0.476,367.0,261.39,1145.1,Lee 1966 AEEW R479
7266,25,0.0141,1.524,12407.0,537.0,0.48,367.0,261.39,1148.3,Lee 1966 AEEW R479
7267,25,0.0141,1.524,12407.0,1012.9,0.291,99.0,311.81,1028.4,Lee 1966 AEEW R479
7268,25,0.0141,1.524,12407.0,1012.9,0.291,99.0,311.81,1028.4,Lee 1966 AEEW R479
7269,25,0.0141,1.524,12407.0,1014.3,0.269,191.0,295.67,1183.0,Lee 1966 AEEW R479
7270,25,0.0141,1.524,12407.0,1014.3,0.272,191.0,295.67,1189.3,Lee 1966 AEEW R479
7271,25,0.0141,1.524,12407.0,1011.6,0.255,282.0,278.42,1353.3,Lee 1966 AEEW R479
7272,25,0.0141,1.524,12407.0,1011.6,0.25,282.0,278.42,1343.9,Lee 1966 AEEW R479
7273,25,0.0141,1.524,12476.0,1012.9,0.236,370.0,261.34,1511.1,Lee 1966 AEEW R479
7274,25,0.0141,1.524,12407.0,1012.9,0.233,367.0,261.39,1498.4,Lee 1966 AEEW R479
7275,25,0.0141,1.524,12407.0,1621.8,0.173,99.0,311.81,1129.3,Lee 1966 AEEW R479
7276,25,0.0141,1.524,12407.0,1621.8,0.173,99.0,311.81,1129.3,Lee 1966 AEEW R479
7277,25,0.0141,1.524,12407.0,1624.5,0.186,99.0,311.81,1192.4,Lee 1966 AEEW R479
7278,25,0.0141,1.524,12407.0,1624.5,0.186,99.0,311.81,1192.4,Lee 1966 AEEW R479
7279,25,0.0141,1.524,12407.0,1624.5,0.163,157.0,301.8,1306.0,Lee 1966 AEEW R479
7280,25,0.0141,1.524,12407.0,1624.5,0.162,157.0,301.8,1302.8,Lee 1966 AEEW R479
7281,25,0.0141,1.524,12476.0,1623.1,0.13,257.0,283.8,1536.3,Lee 1966 AEEW R479
7282,25,0.0141,1.524,12476.0,1623.1,0.128,257.0,283.8,1530.0,Lee 1966 AEEW R479
7283,25,0.0141,1.524,12407.0,1619.1,0.133,256.0,283.46,1539.4,Lee 1966 AEEW R479
7284,25,0.0141,1.524,12407.0,1619.1,0.133,256.0,283.46,1539.4,Lee 1966 AEEW R479
7285,25,0.0141,1.524,12407.0,2034.0,0.143,99.0,311.81,1252.4,Lee 1966 AEEW R479
7286,25,0.0141,1.524,12442.0,2034.0,0.143,102.0,311.55,1258.7,Lee 1966 AEEW R479
7287,25,0.0141,1.524,12442.0,2036.7,0.126,160.0,301.53,1438.5,Lee 1966 AEEW R479
