Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
4603,14,0.0151,3.178,4992.0,2220.0,0.345,166.317,231.2,1895.0,Peterlongo et al 1966
4604,14,0.0151,3.179,5001.0,2220.0,0.329,228.248,217.85,1986.0,Peterlongo et al 1966
4605,14,0.0151,3.178,4992.0,2220.0,0.329,238.123,215.57,2011.0,Peterlongo et al 1966
4606,14,0.0151,3.178,4992.0,2240.0,0.284,376.963,184.39,2205.0,Peterlongo et al 1966
4607,14,0.0151,3.178,4992.0,2240.0,0.282,373.699,185.13,2192.0,Peterlongo et al 1966
4608,14,0.0151,3.165,4992.0,2220.0,0.368,-1.629,265.73,1578.0,Peterlongo et al 1966
4609,14,0.0151,3.164,4992.0,2220.0,0.367,-1.629,265.73,1573.0,Peterlongo et al 1966
4610,14,0.0151,3.164,5011.0,2260.0,0.37,-53.712,266.03,1469.0,Peterlongo et al 1966
4611,14,0.0151,3.166,5021.0,2260.0,0.372,-52.062,266.15,1488.0,Peterlongo et al 1966
4612,14,0.0151,3.177,5011.0,3060.0,0.26,174.047,230.28,2118.0,Peterlongo et al 1966
4613,14,0.0151,3.178,5001.0,3040.0,0.263,170.868,230.83,2120.0,Peterlongo et al 1966
4614,14,0.0151,3.178,4992.0,3060.0,0.227,265.602,209.82,2259.0,Peterlongo et al 1966
4615,14,0.0151,3.178,4992.0,3070.0,0.225,265.579,209.85,2259.0,Peterlongo et al 1966
4616,14,0.0151,3.178,4992.0,3080.0,0.178,376.74,184.64,2387.0,Peterlongo et al 1966
4617,14,0.0151,3.178,4992.0,3070.0,0.176,381.633,183.52,2396.0,Peterlongo et al 1966
4618,14,0.0151,3.177,4992.0,3030.0,0.287,79.702,250.13,1922.0,Peterlongo et al 1966
4619,14,0.0151,3.177,4982.0,3030.0,0.287,87.872,248.32,1958.0,Peterlongo et al 1966
4620,14,0.0151,3.163,5021.0,3040.0,0.309,8.116,265.19,1824.0,Peterlongo et al 1966
4621,14,0.0151,3.164,5021.0,3040.0,0.307,8.116,265.19,1812.0,Peterlongo et al 1966
4622,14,0.0151,3.163,5041.0,3060.0,0.311,-45.398,267.11,1652.0,Peterlongo et al 1966
4623,14,0.0151,3.164,5041.0,3060.0,0.313,-45.398,267.11,1659.0,Peterlongo et al 1966
4624,14,0.0151,3.178,4992.0,3850.0,0.207,173.954,230.47,2265.0,Peterlongo et al 1966
4625,14,0.0151,3.178,4992.0,3850.0,0.208,169.084,231.5,2259.0,Peterlongo et al 1966
4626,14,0.0151,3.177,4992.0,3870.0,0.163,252.32,213.05,2318.0,Peterlongo et al 1966
4627,14,0.0151,3.178,4992.0,3860.0,0.164,250.693,213.41,2309.0,Peterlongo et al 1966
4628,14,0.0151,3.178,5011.0,3910.0,0.106,364.962,187.62,2441.0,Peterlongo et al 1966
4629,14,0.0151,3.178,5011.0,3890.0,0.104,373.124,185.76,2446.0,Peterlongo et al 1966
4630,14,0.0151,3.178,4972.0,3800.0,0.242,84.494,249.45,2095.0,Peterlongo et al 1966
4631,14,0.0151,3.178,4972.0,3830.0,0.24,86.118,249.11,2099.0,Peterlongo et al 1966
4632,14,0.0151,3.178,4992.0,3850.0,0.268,9.727,265.23,1959.0,Peterlongo et al 1966
4633,14,0.0151,3.179,4992.0,3830.0,0.27,6.484,265.89,1955.0,Peterlongo et al 1966
4634,14,0.0151,3.164,5041.0,3890.0,0.277,-33.951,267.91,1871.0,Peterlongo et al 1966
4635,14,0.0151,3.164,5041.0,3880.0,0.276,-32.333,267.92,1861.0,Peterlongo et al 1966
4636,14,0.0151,3.177,6463.0,1100.0,0.502,69.134,267.69,1092.0,Peterlongo et al 1966
4637,14,0.0151,3.177,6472.0,1100.0,0.494,70.644,267.49,1077.0,Peterlongo et al 1966
4638,14,0.0151,3.18,6502.0,1110.0,0.47,133.443,255.18,1123.0,Peterlongo et al 1966
4639,14,0.0151,3.179,6512.0,1110.0,0.463,154.844,250.91,1140.0,Peterlongo et al 1966
4640,14,0.0151,3.178,6453.0,1100.0,0.461,224.408,235.65,1216.0,Peterlongo et al 1966
4641,14,0.0151,3.179,6453.0,1110.0,0.45,232.093,234.01,1211.0,Peterlongo et al 1966
4642,14,0.0151,3.164,6463.0,1120.0,0.45,293.45,220.89,1311.0,Peterlongo et al 1966
4643,14,0.0151,3.163,6453.0,1120.0,0.448,293.575,220.75,1307.0,Peterlongo et al 1966
4644,14,0.0151,3.178,6472.0,1530.0,0.387,58.314,270.1,1182.0,Peterlongo et al 1966
4645,14,0.0151,3.176,6482.0,1520.0,0.386,58.294,270.19,1168.0,Peterlongo et al 1966
4646,14,0.0151,3.177,6482.0,1530.0,0.37,158.02,250.07,1313.0,Peterlongo et al 1966
4647,14,0.0151,3.177,6472.0,1530.0,0.37,159.616,249.64,1313.0,Peterlongo et al 1966
4648,14,0.0151,3.179,6482.0,1510.0,0.352,245.468,231.65,1402.0,Peterlongo et al 1966
4649,14,0.0151,3.179,6463.0,1530.0,0.364,237.98,233.05,1447.0,Peterlongo et al 1966
4650,14,0.0151,3.178,6463.0,1510.0,0.345,290.304,221.64,1470.0,Peterlongo et al 1966
4651,14,0.0151,3.179,6453.0,2220.0,0.313,58.259,270.35,1411.0,Peterlongo et al 1966
4652,14,0.0151,3.178,6453.0,2220.0,0.318,58.259,270.35,1427.0,Peterlongo et al 1966
4653,14,0.0151,3.178,6512.0,2240.0,0.28,146.951,252.93,1513.0,Peterlongo et al 1966
4654,14,0.0151,3.179,6502.0,2240.0,0.28,150.076,252.18,1532.0,Peterlongo et al 1966
4655,14,0.0151,3.176,6463.0,2230.0,0.253,223.974,236.25,1612.0,Peterlongo et al 1966
4656,14,0.0151,3.178,6463.0,2230.0,0.245,237.811,233.27,1619.0,Peterlongo et al 1966
4657,14,0.0151,3.163,6463.0,2220.0,0.241,280.805,223.98,1714.0,Peterlongo et al 1966
4658,14,0.0151,3.164,6463.0,2220.0,0.244,280.805,223.98,1729.0,Peterlongo et al 1966
4659,14,0.0151,3.179,6453.0,3020.0,0.241,59.764,270.17,1524.0,Peterlongo et al 1966
4660,14,0.0151,3.178,6453.0,3030.0,0.241,59.759,270.19,1527.0,Peterlongo et al 1966
4661,14,0.0151,3.178,6463.0,3040.0,0.201,145.572,252.94,1619.0,Peterlongo et al 1966
4662,14,0.0151,3.179,6463.0,3060.0,0.199,147.117,252.61,1624.0,Peterlongo et al 1966
4663,14,0.0151,3.179,6472.0,3000.0,0.168,214.696,238.31,1661.0,Peterlongo et al 1966
4664,14,0.0151,3.179,6482.0,3000.0,0.168,214.605,238.45,1661.0,Peterlongo et al 1966
4665,14,0.0151,3.164,6463.0,3010.0,0.141,294.467,221.15,1824.0,Peterlongo et al 1966
4666,14,0.0151,3.164,6404.0,2960.0,0.163,278.251,224.03,1856.0,Peterlongo et al 1966
4667,14,0.0151,3.179,6463.0,3860.0,0.173,79.588,266.56,1553.0,Peterlongo et al 1966
4668,14,0.0151,3.177,6453.0,3860.0,0.177,64.297,269.53,1568.0,Peterlongo et al 1966
4669,14,0.0151,3.178,6463.0,3830.0,0.137,159.31,250.2,1657.0,Peterlongo et al 1966
4670,14,0.0151,3.178,6472.0,3860.0,0.134,160.78,250.0,1653.0,Peterlongo et al 1966
4671,14,0.0151,3.164,6443.0,3800.0,0.126,225.455,236.0,1856.0,Peterlongo et al 1966
4672,14,0.0151,3.164,6433.0,3810.0,0.124,217.853,237.54,1832.0,Peterlongo et al 1966
4673,14,0.0151,3.164,6443.0,3840.0,0.096,288.446,222.35,1989.0,Peterlongo et al 1966
4674,14,0.0151,3.164,6453.0,3820.0,0.092,294.47,221.14,1972.0,Peterlongo et al 1966
4675,14,0.0151,2.366,5001.0,1110.0,0.546,78.426,249.07,1716.0,Peterlongo et al 1966
4676,14,0.0151,2.365,5001.0,1110.0,0.539,76.792,249.41,1691.0,Peterlongo et al 1966
4677,14,0.0151,2.366,4992.0,1110.0,0.519,147.105,234.56,1760.0,Peterlongo et al 1966
4678,14,0.0151,2.365,4972.0,1100.0,0.508,229.077,216.54,1859.0,Peterlongo et al 1966
4679,14,0.0151,2.365,4972.0,1100.0,0.497,245.45,212.93,1859.0,Peterlongo et al 1966
4680,14,0.0151,2.366,5070.0,1220.0,0.409,374.767,185.38,2036.0,Peterlongo et al 1966
4681,14,0.0151,2.366,4992.0,1100.0,0.558,3.269,264.17,1588.0,Peterlongo et al 1966
4682,14,0.0151,2.365,4992.0,1100.0,0.557,3.269,264.17,1584.0,Peterlongo et al 1966
4683,14,0.0151,2.366,4992.0,1160.0,0.532,-89.902,264.82,1438.0,Peterlongo et al 1966
4684,14,0.0151,2.366,4982.0,1150.0,0.532,-89.94,264.69,1432.0,Peterlongo et al 1966
4685,14,0.0151,2.366,5001.0,2220.0,0.31,83.126,248.81,2069.0,Peterlongo et al 1966
4686,14,0.0151,2.365,5001.0,2220.0,0.308,83.126,248.81,2064.0,Peterlongo et al 1966
4687,14,0.0151,2.366,5021.0,2230.0,0.275,162.949,232.12,2176.0,Peterlongo et al 1966
4688,14,0.0151,2.292,5001.0,2220.0,0.243,244.717,214.03,2301.0,Peterlongo et al 1966
4689,14,0.0151,2.366,5041.0,2230.0,0.238,260.615,211.04,2280.0,Peterlongo et al 1966
4690,14,0.0151,2.365,5001.0,2240.0,0.191,342.836,191.98,2342.0,Peterlongo et al 1966
4691,14,0.0151,2.365,5001.0,2240.0,0.191,342.836,191.98,2342.0,Peterlongo et al 1966
4692,14,0.0151,2.366,5041.0,2240.0,0.33,3.253,265.59,1912.0,Peterlongo et al 1966
4693,14,0.0151,2.366,5041.0,2240.0,0.33,3.253,265.58,1912.0,Peterlongo et al 1966
4694,14,0.0151,2.365,4952.0,2210.0,0.343,-57.134,265.19,1761.0,Peterlongo et al 1966
4695,14,0.0151,2.366,4943.0,2210.0,0.347,-58.787,265.1,1776.0,Peterlongo et al 1966
4696,14,0.0151,2.365,4962.0,3850.0,0.185,76.48,250.67,2281.0,Peterlongo et al 1966
4697,14,0.0151,2.365,4962.0,3850.0,0.184,69.959,252.06,2276.0,Peterlongo et al 1966
4698,14,0.0151,2.365,5011.0,3870.0,0.121,178.98,229.14,2342.0,Peterlongo et al 1966
4699,14,0.0151,2.365,5031.0,3860.0,0.121,195.083,225.93,2342.0,Peterlongo et al 1966
4700,14,0.0151,2.365,4992.0,3860.0,0.083,260.791,210.79,2450.0,Peterlongo et al 1966
4701,14,0.0151,2.366,5090.0,3990.0,0.038,373.985,186.22,2790.0,Peterlongo et al 1966
4702,14,0.0151,2.365,5090.0,3930.0,0.204,16.169,264.68,2155.0,Peterlongo et al 1966
