Number,Reference ID,Tube Diameter (m),Heated Length (m),Pressure (kPa),Mass Flux (kg/m^2/s),Outlet Quality,Inlet Subcooling (kJ/kg),Inlet Temperature (degreeC ),CHF (kW/m^2),Reference name
1695,9,0.00999,0.6,1422.0,458.0,0.617,601.0,55.19,3445.0,"Becker 1963 AE 114, 1965 AE-177"
1696,9,0.00999,0.6,1353.0,458.0,0.621,583.0,57.02,3435.0,"Becker 1963 AE 114, 1965 AE-177"
1697,9,0.00999,0.6,1157.0,476.0,0.59,551.0,57.1,3417.0,"Becker 1963 AE 114, 1965 AE-177"
1698,9,0.00999,0.6,1010.0,490.0,0.575,518.0,58.66,3417.0,"Becker 1963 AE 114, 1965 AE-177"
1699,9,0.00999,0.6,883.0,519.0,0.539,487.0,60.02,3420.0,"Becker 1963 AE 114, 1965 AE-177"
1700,9,0.00998,0.6,765.0,568.0,0.481,457.0,60.95,3420.0,"Becker 1963 AE 114, 1965 AE-177"
1701,9,0.00999,0.6,3030.0,397.0,0.696,812.0,46.89,3403.0,"Becker 1963 AE 114, 1965 AE-177"
1702,9,0.00999,0.6,2756.0,405.0,0.678,780.0,48.73,3390.0,"Becker 1963 AE 114, 1965 AE-177"
1703,9,0.00999,0.6,2589.0,399.0,0.702,756.0,50.73,3389.0,"Becker 1963 AE 114, 1965 AE-177"
1704,9,0.00999,0.6,2462.0,402.0,0.696,732.0,53.51,3369.0,"Becker 1963 AE 114, 1965 AE-177"
1705,9,0.00999,0.6,2118.0,404.0,0.696,688.0,55.44,3353.0,"Becker 1963 AE 114, 1965 AE-177"
1706,9,0.00999,0.6,1785.0,413.0,0.675,660.0,52.81,3353.0,"Becker 1963 AE 114, 1965 AE-177"
1707,9,0.00999,0.6,1559.0,417.0,0.677,618.0,55.78,3351.0,"Becker 1963 AE 114, 1965 AE-177"
1708,9,0.00999,0.6,2246.0,426.0,0.659,723.0,50.37,3461.0,"Becker 1963 AE 114, 1965 AE-177"
1709,9,0.00999,0.6,1912.0,427.0,0.663,672.0,53.63,3430.0,"Becker 1963 AE 114, 1965 AE-177"
1710,9,0.00999,0.6,1716.0,418.0,0.662,700.0,41.14,3430.0,"Becker 1963 AE 114, 1965 AE-177"
1711,9,0.00999,0.6,1648.0,434.0,0.649,636.0,54.34,3409.0,"Becker 1963 AE 114, 1965 AE-177"
1712,9,0.00999,0.6,1952.0,434.0,0.637,689.0,50.69,3424.0,"Becker 1963 AE 114, 1965 AE-177"
1713,9,0.00999,0.6,1736.0,433.0,0.643,662.0,50.85,3413.0,"Becker 1963 AE 114, 1965 AE-177"
1714,9,0.00999,0.6,1422.0,438.0,0.639,611.0,52.8,3390.0,"Becker 1963 AE 114, 1965 AE-177"
1715,9,0.00999,0.6,1304.0,453.0,0.611,594.0,52.58,3390.0,"Becker 1963 AE 114, 1965 AE-177"
1716,9,0.00999,0.6,1549.0,435.0,0.633,642.0,49.71,3384.0,"Becker 1963 AE 114, 1965 AE-177"
1717,9,0.00999,0.6,1491.0,443.0,0.623,626.0,51.59,3390.0,"Becker 1963 AE 114, 1965 AE-177"
1718,9,0.00999,0.6,1314.0,451.0,0.614,592.0,53.43,3379.0,"Becker 1963 AE 114, 1965 AE-177"
1719,9,0.00999,0.6,1079.0,483.0,0.567,547.0,54.78,3379.0,"Becker 1963 AE 114, 1965 AE-177"
1720,9,0.00999,0.6,961.0,506.0,0.535,524.0,54.97,3379.0,"Becker 1963 AE 114, 1965 AE-177"
1721,9,0.00999,0.6,853.0,523.0,0.512,505.0,54.2,3369.0,"Becker 1963 AE 114, 1965 AE-177"
1722,9,0.00999,0.6,785.0,545.0,0.49,477.0,57.28,3359.0,"Becker 1963 AE 114, 1965 AE-177"
1723,9,0.00999,0.6,3099.0,499.0,0.64,740.0,65.54,3909.0,"Becker 1963 AE 114, 1965 AE-177"
1724,9,0.00999,0.6,3040.0,487.0,0.672,729.0,66.96,3915.0,"Becker 1963 AE 114, 1965 AE-177"
1725,9,0.00999,0.6,2295.0,506.0,0.64,659.0,66.91,3893.0,"Becker 1963 AE 114, 1965 AE-177"
1726,9,0.00999,0.6,2118.0,524.0,0.612,638.0,67.4,3893.0,"Becker 1963 AE 114, 1965 AE-177"
1727,9,0.00999,0.6,2099.0,516.0,0.623,637.0,67.13,3881.0,"Becker 1963 AE 114, 1965 AE-177"
1728,9,0.00999,0.6,1853.0,536.0,0.596,605.0,67.96,3881.0,"Becker 1963 AE 114, 1965 AE-177"
1729,9,0.00999,0.6,1804.0,533.0,0.604,596.0,68.68,3881.0,"Becker 1963 AE 114, 1965 AE-177"
1730,9,0.00999,0.6,1667.0,549.0,0.578,582.0,67.85,3874.0,"Becker 1963 AE 114, 1965 AE-177"
1731,9,0.00999,0.6,1491.0,561.0,0.563,555.0,68.57,3853.0,"Becker 1963 AE 114, 1965 AE-177"
1732,9,0.00999,0.6,1383.0,586.0,0.535,537.0,69.1,3867.0,"Becker 1963 AE 114, 1965 AE-177"
1733,9,0.00999,0.6,1275.0,598.0,0.524,516.0,70.13,3856.0,"Becker 1963 AE 114, 1965 AE-177"
1734,9,0.00999,0.6,1216.0,607.0,0.516,503.0,70.95,3856.0,"Becker 1963 AE 114, 1965 AE-177"
1735,9,0.00999,0.6,1089.0,620.0,0.501,484.0,70.27,3834.0,"Becker 1963 AE 114, 1965 AE-177"
1736,9,0.00999,0.6,1000.0,645.0,0.481,460.0,72.07,3834.0,"Becker 1963 AE 114, 1965 AE-177"
1737,9,0.00999,0.6,902.0,663.0,0.465,439.0,72.43,3816.0,"Becker 1963 AE 114, 1965 AE-177"
1738,9,0.00999,0.6,824.0,665.0,0.445,469.0,61.29,3816.0,"Becker 1963 AE 114, 1965 AE-177"
1739,9,0.00999,0.6,3070.0,486.0,0.666,747.0,63.27,3918.0,"Becker 1963 AE 114, 1965 AE-177"
1740,9,0.00999,0.6,3020.0,508.0,0.636,728.0,66.79,3947.0,"Becker 1963 AE 114, 1965 AE-177"
1741,9,0.00999,0.6,3128.0,500.0,0.643,737.0,66.84,3918.0,"Becker 1963 AE 114, 1965 AE-177"
1742,9,0.00999,0.6,2903.0,500.0,0.645,713.0,67.93,3904.0,"Becker 1963 AE 114, 1965 AE-177"
1743,9,0.00999,0.6,2628.0,498.0,0.654,684.0,68.85,3893.0,"Becker 1963 AE 114, 1965 AE-177"
1744,9,0.00999,0.6,2471.0,511.0,0.635,665.0,69.75,3900.0,"Becker 1963 AE 114, 1965 AE-177"
1745,9,0.00999,0.6,2305.0,521.0,0.619,649.0,69.55,3900.0,"Becker 1963 AE 114, 1965 AE-177"
1746,9,0.00999,0.6,2128.0,530.0,0.603,630.0,69.57,3882.0,"Becker 1963 AE 114, 1965 AE-177"
1747,9,0.00999,0.6,2010.0,523.0,0.619,619.0,69.04,3889.0,"Becker 1963 AE 114, 1965 AE-177"
1748,9,0.00999,0.6,1697.0,553.0,0.574,577.0,69.98,3867.0,"Becker 1963 AE 114, 1965 AE-177"
1749,9,0.00999,0.6,1540.0,567.0,0.559,555.0,70.21,3867.0,"Becker 1963 AE 114, 1965 AE-177"
1750,9,0.00999,0.6,1393.0,598.0,0.524,532.0,70.65,3880.0,"Becker 1963 AE 114, 1965 AE-177"
1751,9,0.00999,0.6,1245.0,626.0,0.496,510.0,70.41,3883.0,"Becker 1963 AE 114, 1965 AE-177"
1752,9,0.00999,0.6,1147.0,631.0,0.493,484.0,72.7,3849.0,"Becker 1963 AE 114, 1965 AE-177"
1753,9,0.00999,0.6,1040.0,659.0,0.476,459.0,74.1,3882.0,"Becker 1963 AE 114, 1965 AE-177"
1754,9,0.00999,0.6,932.0,698.0,0.448,436.0,74.61,3903.0,"Becker 1963 AE 114, 1965 AE-177"
1755,9,0.00999,0.6,883.0,709.0,0.443,422.0,75.55,3903.0,"Becker 1963 AE 114, 1965 AE-177"
1756,9,0.00999,0.6,2628.0,644.0,0.535,621.0,83.89,4287.0,"Becker 1963 AE 114, 1965 AE-177"
1757,9,0.00999,0.6,2471.0,644.0,0.526,613.0,82.17,4241.0,"Becker 1963 AE 114, 1965 AE-177"
1758,9,0.00999,0.6,2383.0,644.0,0.524,604.0,82.21,4218.0,"Becker 1963 AE 114, 1965 AE-177"
1759,9,0.00999,0.6,2167.0,804.0,0.406,585.0,81.33,4497.0,"Becker 1963 AE 114, 1965 AE-177"
1760,9,0.00999,0.6,2157.0,798.0,0.412,583.0,81.55,4497.0,"Becker 1963 AE 114, 1965 AE-177"
1761,9,0.00999,0.6,1844.0,869.0,0.37,540.0,83.21,4504.0,"Becker 1963 AE 114, 1965 AE-177"
1762,9,0.00999,0.6,1736.0,894.0,0.362,528.0,82.87,4544.0,"Becker 1963 AE 114, 1965 AE-177"
1763,9,0.00999,0.6,1540.0,946.0,0.338,494.0,84.77,4523.0,"Becker 1963 AE 114, 1965 AE-177"
1764,9,0.00999,0.6,1481.0,974.0,0.327,480.0,86.12,4525.0,"Becker 1963 AE 114, 1965 AE-177"
1765,9,0.00999,0.6,1383.0,1003.0,0.313,467.0,85.8,4506.0,"Becker 1963 AE 114, 1965 AE-177"
1766,9,0.00999,0.6,1265.0,1161.0,0.262,417.0,93.34,4513.0,"Becker 1963 AE 114, 1965 AE-177"
1767,9,0.00999,0.6,1157.0,1214.0,0.256,384.0,96.93,4520.0,"Becker 1963 AE 114, 1965 AE-177"
1768,9,0.00999,0.6,1079.0,1366.0,0.22,356.0,100.32,4520.0,"Becker 1963 AE 114, 1965 AE-177"
1769,9,0.00999,0.6,990.0,1390.0,0.219,340.0,100.18,4520.0,"Becker 1963 AE 114, 1965 AE-177"
1770,9,0.00999,0.6,2628.0,762.0,0.452,596.0,89.84,4510.0,"Becker 1963 AE 114, 1965 AE-177"
1771,9,0.00999,0.6,2628.0,746.0,0.468,598.0,89.37,4510.0,"Becker 1963 AE 114, 1965 AE-177"
1772,9,0.00999,0.6,3020.0,722.0,0.481,638.0,88.28,4507.0,"Becker 1963 AE 114, 1965 AE-177"
1773,9,0.00999,0.6,2628.0,750.0,0.458,605.0,87.7,4503.0,"Becker 1963 AE 114, 1965 AE-177"
1774,9,0.00999,0.6,2481.0,750.0,0.46,592.0,87.41,4491.0,"Becker 1963 AE 114, 1965 AE-177"
1775,9,0.00999,0.6,2275.0,780.0,0.437,573.0,86.94,4498.0,"Becker 1963 AE 114, 1965 AE-177"
1776,9,0.00999,0.6,2089.0,821.0,0.413,552.0,87.15,4538.0,"Becker 1963 AE 114, 1965 AE-177"
1777,9,0.00999,0.6,1971.0,872.0,0.38,535.0,88.0,4550.0,"Becker 1963 AE 114, 1965 AE-177"
1778,9,0.00999,0.6,1804.0,877.0,0.379,514.0,88.24,4516.0,"Becker 1963 AE 114, 1965 AE-177"
1779,9,0.00999,0.6,1618.0,948.0,0.344,483.0,89.92,4526.0,"Becker 1963 AE 114, 1965 AE-177"
1780,9,0.00999,0.6,1461.0,1030.0,0.304,461.0,89.96,4518.0,"Becker 1963 AE 114, 1965 AE-177"
1781,9,0.00999,0.6,1314.0,1101.0,0.288,415.0,95.66,4496.0,"Becker 1963 AE 114, 1965 AE-177"
1782,9,0.00999,0.6,3020.0,488.0,0.657,767.0,57.46,3947.0,"Becker 1963 AE 114, 1965 AE-177"
1783,9,0.00999,0.6,2981.0,496.0,0.638,759.0,58.57,3933.0,"Becker 1963 AE 114, 1965 AE-177"
1784,9,0.00999,0.6,2295.0,502.0,0.62,695.0,58.3,3860.0,"Becker 1963 AE 114, 1965 AE-177"
1785,9,0.00999,0.6,1922.0,523.0,0.591,647.0,59.9,3849.0,"Becker 1963 AE 114, 1965 AE-177"
1786,9,0.00999,0.6,1451.0,562.0,0.55,573.0,62.9,3849.0,"Becker 1963 AE 114, 1965 AE-177"
1787,9,0.00999,0.6,1177.0,591.0,0.52,531.0,62.7,3849.0,"Becker 1963 AE 114, 1965 AE-177"
1788,9,0.00999,0.6,3030.0,487.0,0.627,771.0,56.71,3838.0,"Becker 1963 AE 114, 1965 AE-177"
1789,9,0.00999,0.6,2795.0,483.0,0.632,764.0,53.41,3838.0,"Becker 1963 AE 114, 1965 AE-177"
1790,9,0.00999,0.6,3079.0,487.0,0.642,787.0,53.88,3922.0,"Becker 1963 AE 114, 1965 AE-177"
1791,9,0.00999,0.6,2677.0,503.0,0.614,754.0,53.2,3922.0,"Becker 1963 AE 114, 1965 AE-177"
1792,9,0.00999,0.6,2569.0,678.0,0.513,602.0,87.07,4350.0,"Becker 1963 AE 114, 1965 AE-177"
1793,9,0.00999,0.6,2040.0,714.0,0.479,554.0,85.36,4328.0,"Becker 1963 AE 114, 1965 AE-177"
1794,9,0.00999,0.6,1706.0,755.0,0.445,513.0,85.53,4294.0,"Becker 1963 AE 114, 1965 AE-177"
1795,9,0.00999,0.6,1442.0,827.0,0.394,478.0,85.26,4294.0,"Becker 1963 AE 114, 1965 AE-177"
1796,9,0.00999,0.6,1216.0,852.0,0.384,443.0,85.26,4271.0,"Becker 1963 AE 114, 1965 AE-177"
1797,9,0.00999,0.6,3070.0,971.0,0.355,586.0,101.67,4932.0,"Becker 1963 AE 114, 1965 AE-177"
1798,9,0.00999,0.6,2687.0,999.0,0.343,558.0,100.2,4919.0,"Becker 1963 AE 114, 1965 AE-177"
1799,9,0.00999,0.6,2265.0,1045.0,0.33,515.0,100.49,4907.0,"Becker 1963 AE 114, 1965 AE-177"
1800,9,0.00999,0.6,2118.0,1103.0,0.304,499.0,100.52,4907.0,"Becker 1963 AE 114, 1965 AE-177"
1801,9,0.00999,0.6,1863.0,1170.0,0.283,469.0,100.65,4907.0,"Becker 1963 AE 114, 1965 AE-177"
1802,9,0.00999,0.6,1510.0,1325.0,0.24,423.0,100.65,4907.0,"Becker 1963 AE 114, 1965 AE-177"
1803,9,0.00999,0.6,3168.0,932.0,0.362,613.0,97.22,4877.0,"Becker 1963 AE 114, 1965 AE-177"
1804,9,0.00999,0.6,2422.0,1013.0,0.337,542.0,97.91,4907.0,"Becker 1963 AE 114, 1965 AE-177"
1805,9,0.00999,0.6,2079.0,1040.0,0.335,504.0,98.31,4907.0,"Becker 1963 AE 114, 1965 AE-177"
1806,9,0.00999,0.6,1834.0,1121.0,0.302,473.0,98.86,4891.0,"Becker 1963 AE 114, 1965 AE-177"
1807,9,0.00999,0.6,2187.0,1050.0,0.321,518.0,97.8,4888.0,"Becker 1963 AE 114, 1965 AE-177"
1808,9,0.00999,0.6,3197.0,879.0,0.389,621.0,95.89,4801.0,"Becker 1963 AE 114, 1965 AE-177"
1809,9,0.00999,0.6,2883.0,923.0,0.365,593.0,96.13,4808.0,"Becker 1963 AE 114, 1965 AE-177"
1810,9,0.00999,0.6,2314.0,938.0,0.368,544.0,94.81,4792.0,"Becker 1963 AE 114, 1965 AE-177"
1811,9,0.00999,0.6,2040.0,1096.0,0.297,513.0,95.12,4896.0,"Becker 1963 AE 114, 1965 AE-177"
1812,9,0.00999,0.6,3148.0,905.0,0.381,617.0,95.87,4882.0,"Becker 1963 AE 114, 1965 AE-177"
1813,9,0.00999,0.6,3070.0,930.0,0.369,607.0,96.68,4902.0,"Becker 1963 AE 114, 1965 AE-177"
1814,9,0.00999,0.6,2834.0,953.0,0.36,586.0,96.75,4909.0,"Becker 1963 AE 114, 1965 AE-177"
1815,9,0.00999,0.6,2569.0,989.0,0.344,559.0,97.3,4897.0,"Becker 1963 AE 114, 1965 AE-177"
1816,9,0.00999,0.6,2393.0,1015.0,0.334,542.0,97.21,4897.0,"Becker 1963 AE 114, 1965 AE-177"
1817,9,0.00999,0.6,3177.0,930.0,0.362,627.0,94.06,4921.0,"Becker 1963 AE 114, 1965 AE-177"
1818,9,0.00999,0.6,2648.0,951.0,0.361,575.0,95.29,4881.0,"Becker 1963 AE 114, 1965 AE-177"
1819,9,0.00999,0.6,2471.0,988.0,0.344,553.0,96.45,4881.0,"Becker 1963 AE 114, 1965 AE-177"
1820,9,0.00999,0.6,2148.0,1030.0,0.332,520.0,96.32,4893.0,"Becker 1963 AE 114, 1965 AE-177"
1821,9,0.00999,0.6,1952.0,1084.0,0.309,497.0,96.52,4886.0,"Becker 1963 AE 114, 1965 AE-177"
1822,9,0.00999,0.6,1775.0,1149.0,0.284,477.0,96.18,4876.0,"Becker 1963 AE 114, 1965 AE-177"
1823,9,0.00999,0.6,1716.0,1169.0,0.279,462.0,97.97,4853.0,"Becker 1963 AE 114, 1965 AE-177"
1824,9,0.00999,0.6,1559.0,1215.0,0.263,444.0,97.29,4825.0,"Becker 1963 AE 114, 1965 AE-177"
1825,9,0.00999,0.6,1412.0,1285.0,0.246,421.0,97.77,4825.0,"Becker 1963 AE 114, 1965 AE-177"
1826,9,0.00999,0.6,2932.0,1243.0,0.246,554.0,106.42,5155.0,"Becker 1963 AE 114, 1965 AE-177"
1827,9,0.00999,0.6,2913.0,1262.0,0.237,552.0,106.5,5142.0,"Becker 1963 AE 114, 1965 AE-177"
1828,9,0.00999,0.6,2854.0,1262.0,0.235,545.0,106.91,5093.0,"Becker 1963 AE 114, 1965 AE-177"
1829,9,0.01,2.5,3207.0,211.0,0.92,846.0,42.32,525.0,"Becker 1963 AE 114, 1965 AE-177"
1830,9,0.01,2.5,2971.0,207.0,0.941,823.0,43.03,523.0,"Becker 1963 AE 114, 1965 AE-177"
1831,9,0.01,2.5,2766.0,214.0,0.909,805.0,42.96,526.0,"Becker 1963 AE 114, 1965 AE-177"
1832,9,0.01,2.5,2354.0,210.0,0.925,771.0,41.57,523.0,"Becker 1963 AE 114, 1965 AE-177"
1833,9,0.01,2.5,1804.0,214.0,0.901,711.0,41.16,521.0,"Becker 1963 AE 114, 1965 AE-177"
1834,9,0.01,2.5,1638.0,214.0,0.9,695.0,39.9,521.0,"Becker 1963 AE 114, 1965 AE-177"
1835,9,0.01,2.5,1442.0,216.0,0.916,660.0,41.77,531.0,"Becker 1963 AE 114, 1965 AE-177"
1836,9,0.01,2.5,1245.0,226.0,0.862,630.0,41.71,530.0,"Becker 1963 AE 114, 1965 AE-177"
1837,9,0.01,2.5,990.0,227.0,0.862,588.0,41.0,531.0,"Becker 1963 AE 114, 1965 AE-177"
1838,9,0.01,2.5,775.0,244.0,0.801,536.0,42.61,533.0,"Becker 1963 AE 114, 1965 AE-177"
1839,9,0.01,2.5,706.0,256.0,0.752,527.0,40.8,535.0,"Becker 1963 AE 114, 1965 AE-177"
1840,9,0.01,2.5,2069.0,207.0,0.954,734.0,43.12,526.0,"Becker 1963 AE 114, 1965 AE-177"
1841,9,0.01,2.5,2010.0,215.0,0.901,713.0,46.55,520.0,"Becker 1963 AE 114, 1965 AE-177"
1842,9,0.01,2.5,1481.0,219.0,0.874,674.0,39.76,521.0,"Becker 1963 AE 114, 1965 AE-177"
1843,9,0.01,2.5,2638.0,215.0,0.892,784.0,45.14,520.0,"Becker 1963 AE 114, 1965 AE-177"
1844,9,0.01,2.5,1402.0,224.0,0.867,655.0,41.56,528.0,"Becker 1963 AE 114, 1965 AE-177"
1845,9,0.01,2.5,1167.0,222.0,0.884,617.0,41.72,530.0,"Becker 1963 AE 114, 1965 AE-177"
1846,9,0.01,2.5,892.0,225.0,0.881,564.0,42.05,531.0,"Becker 1963 AE 114, 1965 AE-177"
1847,9,0.01,2.5,3315.0,320.0,0.875,795.0,56.65,751.0,"Becker 1963 AE 114, 1965 AE-177"
1848,9,0.01,2.5,3020.0,323.0,0.865,779.0,54.59,756.0,"Becker 1963 AE 114, 1965 AE-177"
1849,9,0.01,2.5,2922.0,318.0,0.883,775.0,53.5,756.0,"Becker 1963 AE 114, 1965 AE-177"
1850,9,0.01,2.5,2864.0,316.0,0.894,770.0,53.47,756.0,"Becker 1963 AE 114, 1965 AE-177"
1851,9,0.01,2.5,2716.0,315.0,0.904,759.0,52.88,759.0,"Becker 1963 AE 114, 1965 AE-177"
1852,9,0.01,2.5,2687.0,315.0,0.901,760.0,51.99,758.0,"Becker 1963 AE 114, 1965 AE-177"
1853,9,0.01,2.5,2569.0,312.0,0.913,747.0,52.43,758.0,"Becker 1963 AE 114, 1965 AE-177"
1854,9,0.01,2.5,2442.0,317.0,0.897,731.0,53.28,759.0,"Becker 1963 AE 114, 1965 AE-177"
1855,9,0.01,2.5,2324.0,315.0,0.909,714.0,54.48,758.0,"Becker 1963 AE 114, 1965 AE-177"
1856,9,0.01,2.5,2187.0,323.0,0.874,704.0,53.41,759.0,"Becker 1963 AE 114, 1965 AE-177"
1857,9,0.01,2.5,2148.0,317.0,0.9,700.0,53.36,759.0,"Becker 1963 AE 114, 1965 AE-177"
1858,9,0.01,2.5,2069.0,322.0,0.884,690.0,53.66,761.0,"Becker 1963 AE 114, 1965 AE-177"
1859,9,0.01,2.5,1853.0,325.0,0.876,670.0,52.42,763.0,"Becker 1963 AE 114, 1965 AE-177"
1860,9,0.01,2.5,1775.0,328.0,0.868,655.0,53.7,763.0,"Becker 1963 AE 114, 1965 AE-177"
1861,9,0.01,2.5,1491.0,339.0,0.85,618.0,53.51,772.0,"Becker 1963 AE 114, 1965 AE-177"
1862,9,0.01,2.5,1353.0,344.0,0.843,588.0,55.83,774.0,"Becker 1963 AE 114, 1965 AE-177"
1863,9,0.01,2.5,1108.0,380.0,0.747,541.0,57.46,776.0,"Becker 1963 AE 114, 1965 AE-177"
1864,9,0.01,2.5,863.0,411.0,0.688,482.0,60.21,776.0,"Becker 1963 AE 114, 1965 AE-177"
1865,9,0.01,2.5,716.0,450.0,0.623,440.0,62.2,779.0,"Becker 1963 AE 114, 1965 AE-177"
1866,9,0.01,2.5,3442.0,447.0,0.888,726.0,75.58,1026.0,"Becker 1963 AE 114, 1965 AE-177"
1867,9,0.01,2.5,3226.0,448.0,0.882,716.0,73.81,1027.0,"Becker 1963 AE 114, 1965 AE-177"
1868,9,0.01,2.5,3011.0,459.0,0.886,645.0,86.42,1028.0,"Becker 1963 AE 114, 1965 AE-177"
